sku;Brand;Description;Final_price;Original_price;Discount;Regular_price;Regular_price_measure;Regular_price_un;timestamp
359196;RUMBA;Galletitas Rumba 324g;1190.0;;;3718.75;1;kg;2023-12-27 14:41:54.478
42770;TERRABUSI;Alfajor Terrabusi Chocolate Clásico 6ux50g;1774.0;;;5913.33;1;kg;2023-12-27 14:41:54.478
22495;CHANGO;Azúcar Chango Refinado Premium 1 Kg.;1165.6;;;1165.6;1;kg;2023-12-27 14:41:54.478
308403;CUISINE & CO NBE MP;Palmitos Trozos Cuisine & Co;2381.0;;;10822.73;1;kg;2023-12-27 14:41:54.478
330204;UNION;Yerba Mate Unión 4flex 1kg;2423.4;;;2423.4;1;kg;2023-12-27 14:41:54.478
387750;OREO;Galletitas Dulces Rellenas Con Crema Oreo 118g;364.65;561.0;-35%;4754.24;1;kg;2023-12-27 14:41:54.478
392412;NESQUIK;Nesquik® Original Polvo Chocolatado X 800gr;3597.72;;Llevando 2: $2.158,63 c/u;4497.15;1;kg;2023-12-27 14:41:54.478
352748;DIVERSION;Galletitas Surtido Diversion X398g;907.0;;;2325.64;1;kg;2023-12-27 14:41:54.478
311818;PUREZA;Aceite Girasol Pureza 1,5l;2209.0;;;1472.67;1;lt;2023-12-27 14:41:54.478
2818;OPERA;Galletitas ópera Agrupadas 220 Gr;792.0;;;3600.0;1;kg;2023-12-27 14:41:54.478
