sku;Brand;Description;Final_price;Original_price;Discount;Regular_price;Regular_price_measure;Regular_price_un;timestamp
403561;Molinos Ala;Arroz Molinos Ala Parboil Gs X1kg;1746.0;;;1746.0;1;kg;2023-12-27 14:41:54.478
382866;CHOCOLINAS;Galletitas Chocolinas X262g;770.0;;;2961.54;1;kg;2023-12-27 14:41:54.478
399812;NESCAFE;Nescafé® Dolca Suave X 200gr;2199.09;;Llevando 2: $1.319,45 c/u;10995.45;1;kg;2023-12-27 14:41:54.478
315804;PLAYADITO;Yerba Mate Playadito Suave X500gr;1587.94;;;3175.88;1;kg;2023-12-27 14:41:54.478
344530;HELLMANN´S;Mayonesa Hellmann's Clasica Doypack 950 G;1255.0;;;1321.05;1;kg;2023-12-27 14:41:54.478
352755;SURTIDO;Galletitas Surtido Bagley X398g;1050.0;;;2692.31;1;kg;2023-12-27 14:41:54.478
308362;CUISINE & CO NBE MP;Palmitos Entero 800 Gr Cuisine & Co;5189.0;;;10378.0;1;kg;2023-12-27 14:41:54.478
342120;NUCETE;Aceite De Oliva Nucete Extra Virgen X2000ml;23686.88;;;11843.44;1;lt;2023-12-27 14:41:54.478
307057;VANGUARDIA;Arroz Vanguardia Elaborado Largo Fino;1255.5;;;1255.5;1;kg;2023-12-27 14:41:54.478
392421;NESQUIK;Nesquik® Original Polvo Chocolatado X 360gr;1829.67;;Llevando 2: $1.097,8 c/u;5082.42;1;kg;2023-12-27 14:41:54.478
318737;LA MERCED;Yerba Mate La Merced Campo Sur O.c 500g;1982.3;;;3964.6;1;kg;2023-12-27 14:41:54.478
395378;LAY´S;Papas Fritas Lays Clasicas X230g;3138.0;;;13643.48;1;kg;2023-12-27 14:41:54.478
314521;TARAGUI;Yerba Mate Taragui 4flex 1kg;2487.43;;;2487.43;1;kg;2023-12-27 14:41:54.478
2953;LA CAMPAGNOLA;Puré De Tomate La Campagnola 520 Gr;455.0;;;875.0;1;kg;2023-12-27 14:41:54.478
395374;DORITOS;Doritos Queso 140g- X129g;1770.28;;;13617.54;1;kg;2023-12-27 14:41:54.478
315579;CUISINE & CO NBE MP;Vainillas Cuisine&co X36 U;1199.0;;$1.763,54;3971.94;1;kg;2023-12-27 14:41:54.478
387757;PEPITOS;Galletitas Dulces Con Chips De Chocolate Pepitos 119g;381.55;587.0;-35%;4891.67;1;kg;2023-12-27 14:41:54.478
391387;BIMBO;Pan Blanco Bimbo X 550g;2584.0;;;4698.18;1;kg;2023-12-27 14:41:54.478
395394;LAY´S;Papas Fritas Lays Clasicas X134g;1920.3;;;14771.54;1;kg;2023-12-27 14:41:54.478
395234;OREO;Galletitas Oreo Mini X50g;181.35;279.0;-35%;558.0;100;gr;2023-12-27 14:41:54.478
403669;LUCHETTI;Fideos Lucchetti Tallarín N5 X500g;1026.0;;;2052.0;1;kg;2023-12-27 14:41:54.478
331005;CBSE;Yerba Mate Cbsé Hierbas Serranas X1kg;2914.0;;;2914.0;1;kg;2023-12-27 14:41:54.478
392860;CEREALITAS;Galletitas Cracker Cereal Cerealitas Clásicas X3uni 636g;1425.0;;;2375.0;1;kg;2023-12-27 14:41:54.478
338136;CUISINE & CO NBE MP;Fideos Spaguetti C&c;879.0;;;1758.0;1;kg;2023-12-27 14:41:54.478
330162;DOS HERMANOS;Arroz Dos Hermanos Pairboil 1 Kg;1610.11;;;1610.11;1;kg;2023-12-27 14:41:54.478
338141;CUISINE & CO NBE MP;Fideos Tirabuzon C&c 500gr;879.0;;;1758.0;1;kg;2023-12-27 14:41:54.478
281647;TODDY;Galletitas Toddy Chips De Chocolate 126 Gr;565.32;869.72;-35%;6902.54;1;kg;2023-12-27 14:41:54.478
359215;MANA;Galletitas Mana Vainilla 408g;989.0;;;2472.5;1;kg;2023-12-27 14:41:54.478
384398;CHEF;Puré Chef X 100gr;592.0;;;5920.0;1;kg;2023-12-27 14:41:54.478
11726;TRAVIATA;Galletitas De Agua Traviata 303 Gr;580.0;;;1933.33;1;kg;2023-12-27 14:41:54.478
330362;ARCOR;Surtido Arcor El Kiosco 246g;3536.0;;;14373.98;1;kg;2023-12-27 14:41:54.478
330051;SONRISAS;Galle Sonrisas Frambuesa X324g;1086.0;;;3351.85;1;kg;2023-12-27 14:41:54.478
382863;CHOCOLINAS;Galletitas Chocolinas X150g;626.0;;;4064.94;1;kg;2023-12-27 14:41:54.478
306198;CUISINE & CO NBE MP;Galletitas Con Chips De Chocolate 172gr C&co;801.47;;;4659.71;1;kg;2023-12-27 14:41:54.478
246123;NUCETE;Aceite De Oliva Nucete Clásico 500 Ml;8301.4;;;16602.8;1;lt;2023-12-27 14:41:54.478
31588;CACHAFAZ;Alfajores Mixtos Cachafaz 12 U;7445.0;;;10340.28;1;kg;2023-12-27 14:41:54.478
406477;NESCAFE;Café Nescafe Gold En Granos X100g;4331.97;;;43319.7;1;kg;2023-12-27 14:41:54.478
45373;NESCAFE;Nescafé® Tradición X 170gr;1854.7;2853.39;-35%;16784.65;1;kg;2023-12-27 14:41:54.478
318742;LA MERCED;Yerba Mate La Merced Barcbacua O.c 500g;1982.3;;;3964.6;1;kg;2023-12-27 14:41:54.478
8839;FERRERO;Bombones Ferrero Rocher 8 U;1748.09;;;17480.9;1;kg;2023-12-27 14:41:54.478
386229;HELLMANN´S;Mayonesa Hellmanns Liviana 475g;699.0;;;1471.58;1;kg;2023-12-27 14:41:54.478
9598;AGUILA;Chocolate Aguila Para Taza 150 Gr;1908.4;;;12722.67;1;kg;2023-12-27 14:41:54.478
387643;BIMBO;Pan Para Hamburguesa Con Sésamo Bimbo X 4u;1185.0;;;5642.86;1;kg;2023-12-27 14:41:54.478
21198;REX;Galletitas Rex Original 125 Gr;477.0;;;3816.0;1;kg;2023-12-27 14:41:54.478
395377;LAY´S;Papas Fritas Lays Clasicas X85g;1191.0;1588.0;-25%;19850.0;1;kg;2023-12-27 14:41:54.478
403654;MATARAZZO;Fideos Matarazzo Tirabuzón N34 X500g;1292.0;;;2584.0;1;kg;2023-12-27 14:41:54.478
390391;LA CAMPAGNOLA;Lomo De Atún Libre De Gluten La Campagnola 300 Gr;3110.0;;;10366.67;1;kg;2023-12-27 14:41:54.478
386186;VARIEDAD;Galletitas Dulces Variedad De Terrabusi Nuevo Mix 390g;1059.0;;;2715.38;1;kg;2023-12-27 14:41:54.478
330886;MILKA;Alfajor Triple Oreo 56g;419.06;;;7483.21;1;kg;2023-12-27 14:41:54.478
46034;ARCOR;Turrón De Maní Arcor 25 Gr;177.0;;Llevando 3: $118.00 c/u;708.0;100;gr;2023-12-27 14:41:54.478
314525;MAÑANITA;Yerba Mate Mañanita 4flex 1/2kg;1410.86;;;2821.72;1;kg;2023-12-27 14:41:54.478
238230;Kit Kat;Oblea Kitkat® Leche 4 Fingers X 41,5gr;448.39;;;1080.46;100;gr;2023-12-27 14:41:54.478
5793;SALSATI;Puré De Tomate Salsati 520 Gr;413.0;;;794.23;1;kg;2023-12-27 14:41:54.478
386146;BIMBO;Pan De Hamburguesa Bimbo Artesano | 4u;1419.0;;;5912.5;1;kg;2023-12-27 14:41:54.478
386148;ARTESANO;Pan Integral Bimbo Artesano X 500g;3406.0;;;6812.0;1;kg;2023-12-27 14:41:54.478
384402;MAGGI;Maggi® Puré Original X 200gr;792.2;;;3961.0;1;kg;2023-12-27 14:41:54.478
349360;TRAVIATA;Galletitas Traviata X506g;1146.0;;;2264.82;1;kg;2023-12-27 14:41:54.478
251559;AZUCEL;Azúcar Azucel Común Tipo A - 1 Kg;1190.66;;;1190.66;1;kg;2023-12-27 14:41:54.478
24343;KESITAS;Galletitas Kesitas 75 Gr;465.0;;;6200.0;1;kg;2023-12-27 14:41:54.478
403667;LUCHETTI;Fideos Lucchetti Tirabuzón N34 X500g;1026.0;;;2052.0;1;kg;2023-12-27 14:41:54.478
307582;CUISINE & CO NBE MP;Don Triturado Cuisine & Co 910 Gr;1299.0;;;1427.47;1;kg;2023-12-27 14:41:54.478
394951;LAY´S;Papas Lays Clasicas X40g;859.0;;;2147.5;100;gr;2023-12-27 14:41:54.478
387867;KNORR;Caldo Knorr De Verduras X 12 Cubos;645.0;;;1290.0;100;gr;2023-12-27 14:41:54.478
330053;SONRISAS;Galletitas Sonrisas Frambuesa X108g;335.0;;;3101.85;1;kg;2023-12-27 14:41:54.478
386816;LACTAL;Pan Blanco Lactal X 460g;1804.0;;;3921.74;1;kg;2023-12-27 14:41:54.478
2772;GREEN HILLS;Té Green Hills- 50 Saquitos;1152.98;;;11529.8;1;kg;2023-12-27 14:41:54.478
42682;CASALTA;Vinagres De Alcohol Casalta X1300ml;940.67;;;723.59;1;lt;2023-12-27 14:41:54.478
386817;LACTAL;Pan Salvado Lactal X 330g;1466.0;;;4442.42;1;kg;2023-12-27 14:41:54.478
352094;ARCOR;Pure De Tomate Arcor X530g;447.0;;;843.4;1;kg;2023-12-27 14:41:54.478
359198;AMOR;Galletitas Amor 108g;435.0;;;4350.0;1;kg;2023-12-27 14:41:54.478
344528;HELLMANN´S;Mayonesa Hellmanns Clasica Dp X475g;803.0;;;1690.53;1;kg;2023-12-27 14:41:54.478
315580;CUISINE & CO NBE MP;Vainillas Cuisine&co X12 U;547.81;;;3701.42;1;kg;2023-12-27 14:41:54.478
311817;PUREZA;Aceite Girasol Pureza 0,9l;1430.0;;;1588.89;1;lt;2023-12-27 14:41:54.478
330920;ANILLOS;Galletitas Dulces Anillitos Clásicos De Terrabusi 170g;453.0;;;2664.71;1;kg;2023-12-27 14:41:54.478
293243;PUREZA;Harina Pureza Integral 100% 1 Kg;599.0;;;599.0;1;kg;2023-12-27 14:41:54.478
308361;CUISINE & CO NBE MP;Palmitos Trozos 800 Gr Cuisine & Co;4450.0;;;8900.0;1;kg;2023-12-27 14:41:54.478
318738;LA MERCED;Yerba Mate La Merced Campo&monteo.c 500g;1982.3;;;3964.6;1;kg;2023-12-27 14:41:54.478
84799;NUTELLA;Nutella 350gr;1834.07;;;5240.2;1;kg;2023-12-27 14:41:54.478
350080;HELLMANN´S;Ketchup Hellmanns X250g;593.0;;;2502.11;1;kg;2023-12-27 14:41:54.478
294509;La Providencia;Galletita Cracker La Providencia Clasica X303gr;465.93;;;1553.1;1;kg;2023-12-27 14:41:54.478
310599;LA MOLISANA;Pure De Tomate La Molisana Passata X690gr;4375.0;;;6340.58;1;kg;2023-12-27 14:41:54.478
40555;DOS ANCLAS;Sal Fina Dos Anclas 500 Gr;530.0;;;1060.0;1;kg;2023-12-27 14:41:54.478
5840;MOGUL;Gomitas Arcor Mogul Rollo 12 Gr;299.0;;;2491.67;100;gr;2023-12-27 14:41:54.478
386230;HELLMANN´S;Mayonesa Hellmanns Liviana 950g;1257.0;;;1323.16;1;kg;2023-12-27 14:41:54.478
330858;OREO;Galletitas Dulces Rellenas Con Crema Oreo Vainilla 354g;1105.65;1701.0;-35%;4805.08;1;kg;2023-12-27 14:41:54.478
39800;OPERA;Galletitas Opera 55 Gr;232.0;;;4218.18;1;kg;2023-12-27 14:41:54.478
392852;CEREALITAS;Galletitas Cracker Cereal Cerealitas Clásicas 212g;557.0;;;2652.38;1;kg;2023-12-27 14:41:54.478
387670;FARGO;Pan Integral Grano Entero Fargo X 350g;2158.0;;;6165.71;1;kg;2023-12-27 14:41:54.478
395243;PEPITOS;Galletitas Pepitos Mini X50g;;;;560.0;100;gr;2023-12-27 14:41:54.478
330887;MANTECOL;Postre Mantecol 111g;1109.0;;;9990.99;1;kg;2023-12-27 14:41:54.478
395376;DORITOS;Doritos Queso X77g;;;;18300.0;1;kg;2023-12-27 14:41:54.478
18003;MILKA;Alfajor Simple Milka Mousse 6ux42g;2113.0;;;5030.95;100;gr;2023-12-27 14:41:54.478
329807;BELDENT;Chicle Mentabeldent 20g;221.0;;;2210.0;100;gr;2023-12-27 14:41:54.478
2758;FERRERO;Bombones Ferrero Rocher 24 U;5062.36;;;210.93;1;un;2023-12-27 14:41:54.478
350410;LEGITIMO;Aceite Girasol Legitimo X900cc;1382.0;;;1535.56;1;lt;2023-12-27 14:41:54.478
382865;VOCACION;Galletitas Merengadas Frutilla X88g;437.0;;;5462.5;1;kg;2023-12-27 14:41:54.478
383743;SAVORA;Mostaza Savora Original X500gr;743.0;;;1486.0;1;kg;2023-12-27 14:41:54.478
