Brand;Description;Final_price;Original_price;Discount;Regular_price
PASEO;Galletitas Paseo De Salvado 250gr;$431;;;Precio regular: $1.724 x kg
CUISINE & CO NBE MP;Tostadas Light 200gr C&co;$879,33;2do al 70%;Llevando 2: $571,56 c/u;Precio regular: $4.396,65 x kg
9 DE ORO;Galletas 9 De Oro Anillitos Coco 120 Gr;$178;;;Precio regular: $1.483,33 x kg
CELUSAL;Sal Gruesa Celusal 1 Kg;$636;;;Precio regular: $636 x kg
NESCAO;Polvo Chocolatado Nescao X300gr;$635;;;Precio regular: $2.116,67 x kg
FARGO;Pan Fargo Lacteado 380g;$1.357;;;Precio regular: $3.524,68 x kg
CUISINE & CO NBE MP;Galletitas Mini Marineras Clasicas 220 G;$479,56;2do al 70%;Llevando 2: $311,71 c/u;Precio regular: $2.179,82 x kg
CUISINE & CO NBE MP;Mermelada Frutilla Reducid Calorias C&co;$1.221,95;;;Precio regular: $3.133,21 x kg
NESTLE;Nestlé® Leche Condensada Orgánica X 395gr;$1.577,45;2do al 70%;Llevando 2: $1.025,34 c/u;Precio regular: $3.993,54 x kg
LADDU BAR;Barra Laddu Bar Vegana Cocochoco X 30g;$478;;;Precio regular: $1.593,33 x 100 gr.
KRACH-ITOS;Papas Krach-itos Tradicionales X270g;$2.418;;;Precio regular: $8.955,56 x kg
BON O BON;Bon O Bon Leche 15 Gr;$206;3x2;Llevando 3: $137.33 c/u;Precio regular: $1.373,33 x 100 gr.
JORGITO;Bizcochos Jorgito X 200 Gr;$590,26;;;Precio regular: $2.951,3 x kg
MOGUL;Mogul Frutillas Acidas;$997;;;Precio regular: $6.646,67 x kg
ARCOR;Caramelos Butter Toffees Dulce De Leche 140g;$1.003;;;Precio regular: $7.164,29 x kg
DONUTS;Galletitas Donuts Leche X52g;$504,23;;;Precio regular: $9.696,73 x kg
SUGUS;Caramelos Sugus Masticables 700 Gr;$4.048;;;Precio regular: $5.782,86 x kg
GIACOMO;Capelettini Giacomo Carne 500g;$1.732;;;Precio regular: $3.464 x kg
ALICANTE;Provenzal Alicante St X25gr;$604;;;Precio regular: $2.416 x 100 gr.
PASEO;Galletitas De Agua Mini Crackers Paseo 5 Semillas 300 Gr;$774,18;;;Precio regular: $2.580,6 x kg
COFLER;Chocolate Cofler Block Con Leche 300 Gr;$4.327;3x2;Llevando 3: $2884.67 c/u;Precio regular: $14.423,33 x kg
DOS ANCLAS;Pimienta Negra Dos Anclas Molida 25 Gr;$578;;;Precio regular: $2.312 x 100 gr.
SHIVA;Shiva Mediterraneas X 100 G Sin Tacc;$1.156,48;;;Precio regular: $11.564,8 x kg
Molinos Ala;Arroz Molinos Ala Yamani Est 500gr;$2.078;;;Precio regular: $4.156 x kg
CUISINE & CO NBE MP;Fideos Cabello De Angel C6c;$1.310;;;Precio regular: $2.620 x kg
LADDU BAR;Barra Laddu Bar Vegana Coco X 30g;$478;;;Precio regular: $1.593,33 x 100 gr.
SHIVA;Shiva Imentón Ahumado X 100 G Sin Tacc;$1.112,8;;;Precio regular: $11.128 x kg
HILERET;Endulzante Hileret Mate Liquido X400cc;$1.506,96;;;Precio regular: $3.767,4 x lt
KINDER;Kinder Huevo Celeste 20 Gr;$570,18;;;Precio regular: $2.850,9 x 100 gr.
EL BROCAL;Mermelada El Brocal Frutilla 420 Gr;$1.985,36;;;Precio regular: $4.727,05 x kg
INALPA;Arvejas Inalpa Secas Remojadas X300gr;$351,21;;;Precio regular: $1.170,7 x kg
GEORGALOS;Turrón De Maní Con Miel Georgalos - 80 Gr;$504;2x1;Llevando 2: $252.00 c/u;Precio regular: $6.300 x kg
LA VIRGINIA;Café La Virginia Molido Clasico 250g;$1.902;;;Precio regular: $7.608 x kg
CUISINE & CO NBE MP;Don Triturado Cuisine & Co (botella);$1.337,68;;;Precio regular: $1.379,05 x kg
KINDER;Huevo Kinder Joy 20 Gr;$491,25;;;Precio regular: $2.456,25 x 100 gr.
MAMA COCINA;Rebozador Para Freir Mamá Cocina 1 Kg;$1.312;;;Precio regular: $1.312 x kg
LA MORENITA;Cafe Morenita Capsulas Ialiano X52g;$4.249;;;Precio regular: $424,90 x un
OREO;Galletitas Dulces Rellenas Con Crema Oreo Vainilla 118g;$430,95;$663;-35%;Precio regular: $5.618,64 x kg
CUISINE & CO NBE MP;Crackers Cuisine&co X 1u;$351;2do al 70%;Llevando 2: $228,15 c/u;Precio regular: $3.475,25 x kg
CACHAMATE;Yerba Mate Cachamate Cpalo Amarilla Fca X 1 Kg.;$1.808,71;$2.782,63;-35%;Precio regular: $2.782,63 x kg
BIMBO;Pan Con Lino Bimbo X 380g;$1.809;;;Precio regular: $4.698,7 x kg
MILKA;Chocolate Con Almendras Milka 55g;$705;3x2;Llevando 3: $470.00 c/u;Precio regular: $12.818,18 x kg
MANI KING;Garrapiñada Mani King - 80 Gr;$477,36;2x1;Llevando 2: $238.68 c/u;Precio regular: $5.967 x kg
CANARIAS;Yerba Canarias Serena 500gr;$4.600,67;;;Precio regular: $9.201,34 x kg
PITUSAS;Galletas Pitusas Mini Chocolate X 160 Gr;$651,05;2do al 70%;Llevando 2: $423,18 c/u;Precio regular: $4.069,06 x kg
CUISINE & CO NBE MP;Caballa Al Natural Cuisine & Co 380 Gr;$1.855;-20%;$2.317,49;Precio regular: $8.712,37 x kg
CADBURY;Chocolate Cadbury Tres Sueños 82g;$959,03;3x2;Llevando 3: $639.35 c/u;Precio regular: $11.695,49 x kg
DOS HERMANOS;Aritos De Arrroz Dos Hermanos Crema Con Cebolla 80 Gr;$650;;;Precio regular: $8.125 x kg
GAROTO;Garoto® Bombones Surtidos Caja X 250gr;$2.252,17;3x2;Llevando 3: $1501.45 c/u;Precio regular: $9.008,68 x kg
CUISINE & CO NBE MP;Crackers Cuisine&co X 5u;$1.383;2do al 70%;Llevando 2: $898,95 c/u;Precio regular: $2.738,61 x kg
BON O BON;Bon O Bon Aguila 270 Gr;$3.805;3x2;Llevando 3: $2536.67 c/u;Precio regular: $14.092,59 x kg
SUAVECITAS;Galletas Suavecitas Chips X140 Grs;$533,89;2do al 70%;Llevando 2: $347,03 c/u;Precio regular: $3.813,5 x kg
GEORGALOS;Garrapiñadas Georgalos De Maní X 80 Gr.-paquete;$527;2x1;Llevando 2: $263.50 c/u;Precio regular: $6.587,5 x kg
SALSATI;Salsa Salsati Pomarola X340g;$479;;;Precio regular: $1.408,82 x kg
NESTLE;Crunch® Chocolate Crujiente X 80gr;$835,95;3x2;Llevando 3: $557.30 c/u;Precio regular: $10.449,38 x kg
LA CAMPAGNOLA;Extracto De Tomate La Campagnola X180g;$754,8;;;Precio regular: $4.193,33 x kg
VIGENTE;Garbanzos Vigente Secos Remojados X340g;$558,76;;;Precio regular: $1.643,41 x kg
Tostitos;Nachos Tostitos X129g;$1.878;;;Precio regular: $14.446,15 x kg
TARAGUI;Té Verde Taragui En Saquitos 20 Saquitos;$438;;;Precio regular: $1.460 x 100 gr.
La Providencia;Azucar La Providencia Comun Tipo A X 1kg;$1.170,4;;;Precio regular: $1.170,4 x kg
KINDER;Kinder Huevo Rosa 20 Gr;$570,18;;;Precio regular: $2.850,9 x 100 gr.
CUISINE & CO NBE MP;Obleas Sabor Chocolate 100gr C&co;$484;;;Precio regular: $4.840 x kg
CUISINE & CO NBE MP;Palitos De Maiz Cuisine & Co 150gr;$1.154;2do al 70%;Llevando 2: $750,1 c/u;Precio regular: $7.693,33 x kg
FORMIS;Galletitas Polvorita Chocolate-vainilla 81g;$260;;;Precio regular: $3.209,88 x kg
CABRALES;Cafe Cabrales Espressarte Deciso 55 Gr;$5.418,24;;;Precio regular: $98.513,45 x kg
TERRABUSI;Alfajor Terrabusi Chocolate Clásico 50g;$297,65;;;Precio regular: $595,3 x 100 gr.
OKEBON;Galletitas Okebon Leche Con Dulce De Leche 273 Gr;$458,43;2do al 70%;Llevando 2: $297,98 c/u;Precio regular: $1.679,23 x kg
MAMA COCINA;Rebozador Mamá Cocina Para Horno 1 Kg;$1.650;;;Precio regular: $1.650 x kg
EQUALSWEET;Edulcorante Equalsweet Stevia 40gr;$1.230,38;;;Precio regular: $3.075,95 x 100 gr.
BAGLEY;Galletas Cereales Bagley Salvado X169g;$400;2do al 70%;Llevando 2: $260 c/u;Precio regular: $2.366,86 x kg
EL BROCAL;Mermelada El Brocal X420gr;$3.118,96;;;Precio regular: $7.426,1 x kg
JORGITO;Alfajores Mini Negros Con Mousse Jorgito 128 Gr;$1.359,06;;;Precio regular: $10.617,66 x kg
DOS HERMANOS;Galletas De Arroz Dos Hermanos Con Sal 120 Gr;$440,29;;;Precio regular: $3.669,08 x kg
BARILLA;Fideos Spaghettoni Barilla 500 Gr;$5.868,15;;;Precio regular: $11.736,3 x kg
PAMPA GOURMET;Vinagre Manz Organico Pampa Gour 250gr;$2.740,91;;;Precio regular: $10.963,64 x kg
CUISINE & CO NBE MP;Sopa Instantánea Sabor Pollo 65 Gr C&co;$1.341;;;Precio regular: $20.630,77 x kg
BON O BON;Obleas Bon O Bon Bañadas En Chocolate Con Leche 30 Gr;$468;2x1;Llevando 2: $234.00 c/u;Precio regular: $1.560 x 100 gr.
BELDENT;Chicle Menta Beldent Infinit 26,6g;$620;;;Precio regular: $2.296,3 x 100 gr.
COWS PURE;Ghee Manteca Clarificada Cow's Pure 300g;$4.525;;;Precio regular: $15.083,33 x kg
MOGUL;Gomitas Mogul Jelly Buttons 220g;$1.092;;;Precio regular: $4.963,64 x kg
ZUCARITAS;Copos De Maiz Zucarita Kelloggs X240g;$1.257,81;;;Precio regular: $5.240,88 x kg
BON O BON;Alfajor Bon O Bon Mini 117 Grs;$1.203;;;Precio regular: $10.282,05 x kg
BANANITA DOLCA;Nestlé® Bananita Dolca X 14gr;$325;2x1;Llevando 2: $162.50 c/u;Precio regular: $2.321,43 x 100 gr.
CUISINE & CO NBE MP;Tostadas Finas salvado 140 Gr Cuisine & Co;$1.130,93;2do al 70%;Llevando 2: $735,1 c/u;Precio regular: $8.078,07 x kg
LA MORENITA;Café Morenita Intenso Saquito X110g;$1.545;;;Precio regular: $14.045,45 x kg
CELUSAL;Sal Celusal Gruesa X500gr;$371;;;Precio regular: $742 x kg
CUISINE & CO NBE MP;Obleas Sabor Limon 100gr Cuisine & Co;$484;;;Precio regular: $4.840 x kg
OLIOVITA;Aceite De Oliva Oliovita Clásico 250 Ml;$4.946,28;;;Precio regular: $19.785,12 x lt
CROWIE;Barritas Arroz X 3 Unid - Marroc;$683;2do al 50%;Llevando 2: $512,25 c/u;Precio regular: $5.691,67 x 100 gr.
HILERET;Endulzante Hileret Zucra X 200 Ml;$1.482;;;Precio regular: $7.410 x lt
MAMA COCINA;Rebozador Mama Cocina Tipo Panko 400g;$842;;;Precio regular: $2.105 x kg
ARCOR;Mermelada Arcor Light Frasco Fruti X390g;$1.617;;;Precio regular: $4.146,15 x kg
PITUSAS;Galletas Pitusas Mini Frutilla X 160 Gr;$651,05;2do al 70%;Llevando 2: $423,18 c/u;Precio regular: $4.069,06 x kg
MENOYO;Vinagre De Vino Menoyo 500 Ml;$539;;;Precio regular: $1.078 x lt
LA TRANQUERA;Yerba la tranquera selecc especial - nm 6 x 1 kg;$3.110,07;2do al 50%;Llevando 2: $2.332,55 c/u;Precio regular: $3.110,07 x kg
LASFOR;Almohaditas Lasfor Chocolate Suizo 200 Grs;$1.102,77;2do al 50%;Llevando 2: $827,08 c/u;Precio regular: $5.513,85 x kg
FAVINCO;Jugo De Limon Favinco X500 Ml;$891,69;;;Precio regular: $1.783,38 x lt
CUISINE&CO NBE;Miel De Abejas Cuisine&co 500gr;$1.872,97;;;Precio regular: $3.745,94 x kg
LA TRANQUERA;Mate Cocido La Tranquera Trad X62,5g;$716,87;2do al 50%;Llevando 2: $537,65 c/u;Precio regular: $1.146,99 x kg
BARILLA;Fideos Bavette Barilla 500 Gr;$5.868,15;;;Precio regular: $11.736,3 x kg
Molinos Ala;Arroz Molinos Ala Carnaroli Est 500gr;$2.078;;;Precio regular: $4.156 x kg
SUGUS;Mast.ftales.arcor 36x120g;$384;;;Precio regular: $3.200 x kg
NESCAFE;Nescafé® Dolca Original X 170gr;$4.263,81;2x1;Llevando 2: $2131.91 c/u;Precio regular: $25.081,24 x kg
GEORGALOS;Turron Georgalos De Mani S/frutas At Tipo S/frutas Articulo 1358;$757;2x1;Llevando 2: $378.50 c/u;Precio regular: $8.411,11 x kg
LA CAMPAGNOLA;Mermelada La Campagnola Selección Frutilla X390g;$1.943;;;Precio regular: $4.982,05 x kg
GALLO;Risotto Gallo A La Española X240g;$2.496;;;Precio regular: $10.400 x kg
BON O BON;Pasta De Mani Bon O Bon 290gr;$1.137,75;$1.517;-25%;Precio regular: $5.231,03 x kg
Crisppino;Galletitas Snack Crisppino Mini Queso 50 Gr;$401,77;;;Precio regular: $803,54 x 100 gr.
TARAGUI;Mate Cocido Taragui S/e F.diamantado10x25x3gr;$569,79;;;Precio regular: $7.597,2 x kg
9 DE ORO;Cookies 9 De Oro Chips Colores 120gr;$397;;;Precio regular: $3.308,33 x kg
LA ESPAÑOLA;Aceite De Oliva La Española Extra Virgen 250 Ml;$6.136;;;Precio regular: $24.544 x lt
VERDEFLOR;Yerba Mate Verdeflor Con Palo X 1 Kg-paq-kg-1;$1.699,65;$2.614,85;-35%;Precio regular: $2.614,85 x kg
LA CAMPAGNOLA;Salsa Barbacoa La Campagnola;$401,25;$535;-25%;Precio regular: $2.140 x kg
MOGUL;Gomitas Mogul Frutales 50g;$321;;;Precio regular: $642 x 100 gr.
HILERET;Endulzante Hileret Sweet X 400 Ml;$1.954,16;;;Precio regular: $4.885,4 x lt
NESFIT;Cereal Nesfit® X 220gr;$1.072,74;;;Precio regular: $4.876,09 x kg
BIMBO;Vainillas Bimbo X 6u;$379;;;Precio regular: $5.053,33 x kg
CUISINE & CO NBE MP;Budin Sabor Vainilla Con Chips 170gr C&co;$535,39;$892,32;-40%;Precio regular: $5.248,94 x kg
MAIZENA;Almidon De Maiz Maizena Sin Tacc X200g;$374,25;$499;-25%;Precio regular: $2.268,18 x kg
WAKAS;Pasta Multicereal Wakas Con Chia 250gr;$1.683;;;Precio regular: $6.732 x kg
CRIOLLITAS;Tostadas Crio Arroz 110g;$924;;;Precio regular: $8.400 x kg
DOS HERMANOS;Arroz Dos Hermanos Yamani;$2.010,85;;;Precio regular: $4.021,7 x kg
CUISINE & CO NBE MP;Leche En Polvo Descremada C & C 400gr;$2.401,82;;;Precio regular: $6.004,55 x kg
MILKA;Chocolate Con Leche Milka 150g;$2.272;3x2;Llevando 3: $1514.67 c/u;Precio regular: $15.146,67 x kg
BANANITA DOLCA;Nestlé® Bananita Dolca X 30gr;$578;2x1;Llevando 2: $289.00 c/u;Precio regular: $1.926,67 x 100 gr.
TARAGUI;Té Taragui Diamantado 25 Saq;$397,87;;;Precio regular: $795,74 x 100 gr.
ARCOR;Chupetines Mr. Pops Frutal 125 Gr;$473;;;Precio regular: $3.784 x kg
KNORR;Bolsas Para Horno Knorr Cebolla Y Ajo 21g;$420;;;Precio regular: $2.000 x 100 gr.
CROWIE;Barrita De Arroz Crowie Chocolate Blanco 3 U;$683;2do al 50%;Llevando 2: $512,25 c/u;Precio regular: $5.691,67 x 100 gr.
Crisppino;Galletitas Snack Crisppino Mini Crema Y Ciboulette 50 Gr;$401,77;;;Precio regular: $803,54 x 100 gr.
ARCOR;Salsa Arcor Bolognesa X340g;$466;;;Precio regular: $1.370,59 x kg
OLIOVITA;Aceite De Oliva Oliovita Clásico 500 Ml;$6.955,75;;;Precio regular: $13.911,5 x lt
ALICANTE;Azafran Alicante St 2/2dg;$2.392;;;Precio regular: $1196 x un
ROSAMONTE;Yerba Mate Rosamonte Con Palo Suave 1 Kg;$2.695,16;;;Precio regular: $2.695,16 x kg
STANI;Palitos De La Selva 660gr;$5.139,94;;;Precio regular: $7.787,79 x kg
9 DE ORO;Galletas Rellenas 9 De Galleta 9 De Oro Chocolate Rellena Chocolate X120gr;$357;;;Precio regular: $2.975 x kg
9 DE ORO;Galleta 9 De Oro Chocolate Rellena Limon X 120 Gr;$357;;;Precio regular: $2.975 x kg
MORIXE;Bizcochuelo Morixe Vainilla 540 Gr;$604,5;$806;-25%;Precio regular: $1.492,59 x kg
ROMANCE;Yerba Mate Romance Con Palo Original X1kg;$3.100;;;Precio regular: $3.100 x kg
AMANDA;Yerba Mate Amanada Serranas X500gg;$1.152;;;Precio regular: $2.304 x kg
ALICANTE;Oregano Alicante St X25gr;$721;;;Precio regular: $2.884 x 100 gr.
9 DE ORO;Galleta 9 De Oro Vainilla Relleno Limon X120gr;$396;;;Precio regular: $3.300 x kg
GALLO;Arroz Preparado Gallo Verdeo X240gr;$617;;;Precio regular: $2.570,83 x kg
CUISINE & CO NBE MP;Mani Pelado Cuisine & Co 120gr;$1.074;2do al 70%;Llevando 2: $698,1 c/u;Precio regular: $8.950 x kg
KRACH-ITOS;Chizitos Krach-itos Sabor Queso X170g;$1.345;;;Precio regular: $7.911,76 x kg
KINDER;Huevo Kinder Joy T2 Box Cr Lei 40g;$1.184,27;;;Precio regular: $2.960,68 x 100 gr.
KRACH-ITOS;Papas Krach-itos Tradicionales X115g;$1.331;;;Precio regular: $11.573,91 x kg
CUISINE & CO NBE MP;Leche En Polvo Entera Cuisine&co;$2.401,82;;;Precio regular: $6.004,55 x kg
KNORR;Salsa Para Pizza Knorr 340 G;$473;;;Precio regular: $1.391,18 x kg
CACHAFAZ;Alfajores De Chocolate Con Leche Cachafaz Relleno 294 Gr 6 U;$5.864;;;Precio regular: $19.945,58 x kg
LA CAMPAGNOLA;Mermelada La Campagnola B.c +f Damasco X390g;$1.201;;;Precio regular: $3.079,49 x kg
LA TRANQUERA;Mate Cocido La Tranquera Trad X125g;$1.362,13;2do al 50%;Llevando 2: $1.021,6 c/u;Precio regular: $10.897,04 x kg
BARILOCHE;Turron Bariloche Mani Con Miel Blando Tableta 120 Gr;$805;2x1;Llevando 2: $402.50 c/u;Precio regular: $8.050 x kg
CUISINE & CO NBE MP;Yerba Mate Cuisine & Co 1 Kg;$2.544,81;;;Precio regular: $2.544,81 x kg
LA VIRGINIA;Cafe La Virginia Capsulas Intenso X52g;$3.193;;;Precio regular: $319,30 x un
NESCAFE;Nescafe Dolca Chocomocha X125g;$1.098,99;;;Precio regular: $8.791,92 x kg
CACHAMAI;Té Cachamai Hierbas Digestivas En Saquitos X 20 Un;$423,56;;;Precio regular: $1.411,87 x 100 gr.
VIZZIO;Almendras Vizzio Con Chocolate X72 Grs;$1.696;2x1;Llevando 2: $848.00 c/u;Precio regular: $23.555,56 x kg
CUISINE & CO NBE MP;Miss Hojaldre - Larguitas Cuisine & Co;$649;;;Precio regular: $4.326,67 x kg
BARILOCHE;Mani Con Chocolate Bariloche Bolsa 120 Gr.;$1.322;2x1;Llevando 2: $661.00 c/u;Precio regular: $11.016,67 x kg
9 DE ORO;Bizcochos 9 De Oro Light 170 Gr;$1.037;;;Precio regular: $6.100 x kg
GIACOMO;Capelettini Giacomo Queso Jamon 500g;$1.822;;;Precio regular: $3.644 x kg
SAVORA;Mostaza Savora Original Patria X200gr;$456,75;$609;-25%;Precio regular: $3.045 x kg
WAKAS;Pasta Multicereal Wakas 250 Gr;$1.683;;;Precio regular: $6.732 x kg
ALICANTE;Canela Alicante St X25g;$864;;;Precio regular: $3.456 x 100 gr.
MAGGI;Pure De Papas Maggi Cremoso Orig X125g;$963,04;;;Precio regular: $7.704,32 x kg
TARAGUI;Té Taragui Frutas Rojas 20 Saquitos;$693,35;;;Precio regular: $1.733,38 x 100 gr.
MANI KING;Mani King Chef Sabor Crema Y Cebolla X80gr;$306,62;$471,73;-35%;Precio regular: $5.896,63 x kg
ARCOR;Mermelada Arcor Light +f Naranja X390g;$946;;;Precio regular: $2.425,64 x kg
MANTECOL;Postre Mantecol Marmolado 111g;$1.528;2x1;Llevando 2: $764.00 c/u;Precio regular: $13.765,77 x kg
NUTELLA;Nutella 140gr;$904,34;;;Precio regular: $6.459,57 x kg
LASFOR;Almohaditas Lasfor Avellana 200 Grs;$1.102,77;2do al 50%;Llevando 2: $827,08 c/u;Precio regular: $5.513,85 x kg
COCINERO;Aceite Oliva Cocinero Extra Virgen Suave 500ml;$8.322;;;Precio regular: $16.644 x lt
AGUILA;Alfajor Aguila Minitorta Blanco X69g;$603;;;Precio regular: $873,91 x kg
CANARIAS;Yerba Canarias Serena 1kg;$8.387,04;;;Precio regular: $8.387,04 x kg
9 DE ORO;Budin 9 De Oro Marmolado 170gr;$431,4;$719;-40%;Precio regular: $4.229,41 x kg
BIMBO;Madalenas Vainilla Bimbo X 200g;$777;;;Precio regular: $3.885 x kg
PITUSAS;Galletitas Pitusas Mini Black X130g;$618,34;2do al 70%;Llevando 2: $401,92 c/u;Precio regular: $4.756,46 x kg
SERENATA;Turrón De Maní Serenata - 70 Gr;$229;2x1;Llevando 2: $114.50 c/u;Precio regular: $3.271,43 x kg
PITUSAS;Galletas Pitusas Mini Vainilla X 160 Gr;$651,05;2do al 70%;Llevando 2: $423,18 c/u;Precio regular: $4.069,06 x kg
MILKA;Chocolate Con Almendras Milka 155g;$2.428;3x2;Llevando 3: $1618.67 c/u;Precio regular: $15.664,52 x kg
AZAIT;Aceite De Oliva Azait 250 Ml;$3.056,38;;;Precio regular: $12.225,52 x lt
VALENTE;Vainillas Valente X 12u;$612;;;Precio regular: $4.135,14 x kg
HELLMANN´S;Mayonesa Hellmanns Tipo Casera X445g;$801;$1.068;-25%;Precio regular: $2.136 x kg
GALLO;Arroz Integral Organico 500grs.;$1.235,49;;;Precio regular: $2.470,98 x kg
KNORR;Caldo Knorr De Verduras X 6 Cubos;$366;;;Precio regular: $6.421,05 x kg
LA VIRGINIA;Te La Virginia Naturalidad Intacta X25s;$345;;;Precio regular: $13,80 x un
ALICANTE;Comino Alicante St X25g;$624;;;Precio regular: $2.496 x 100 gr.
CUISINE & CO NBE MP;Choclo cuisine&co 170gr;$1.012;;;Precio regular: $5.952,94 x kg
INTEGRA;Barra Integra Avena Banana 40g;$561;;;Precio regular: $1.402,5 x 100 gr.
LA CAMPAGNOLA;Pimenton La Campagnola X48g;$662;;;Precio regular: $1.379,17 x 100 gr.
9 DE ORO;Galletas 9 De Oro Anillitos Chocolate 120 Gr;$178;;;Precio regular: $1.483,33 x kg
GALLO;Oblea De Arroz Gallo Snacks 6u;$2.265;;;Precio regular: $377,50 x un
KHUNE;Pepinos Gherkins Kuhne 670gr;$5.512;;;Precio regular: $8.226,87 x kg
HILERET;Endulzante Hileret Stevia X 100 Sobrecitos;$2.490,05;;;Precio regular: $31.125,63 x kg
INALPA;Lentejas Inalpa Secas X300g;$555,91;;;Precio regular: $1.853,03 x kg
JUMBO MP;Té Negro Jumbo - 100 Saquitos;$617,5;;;Precio regular: $3.087,5 x kg
CHOCOARROZ;Alfajor Chocoarroz Marroc 22g;$520;;;Precio regular: $2.363,64 x 100 gr.
ARCOR;Surtido Arcor Seleccion 247g;$3.760;3x2;Llevando 3: $2506.67 c/u;Precio regular: $15.222,67 x kg
EXQUISITA;Budín Exquisita Vainilla X300g;$675;$900;-25%;Precio regular: $3.000 x kg
HELLMANN´S;Mayonesa Hellmanns Liviana 320g;$630,75;$841;-25%;Precio regular: $2.628,13 x kg
EXQUISITA;Bizcochuelo Exquisita Vainilla Ft X540g;$1.614;$2.152;-25%;Precio regular: $3.985,19 x kg
CACHAFAZ;Galletitas Cachafaz;$803;;;Precio regular: $4.723,53 x kg
MOGUL;Gomitas Mogul Eucaliptus 220g;$1.092;;;Precio regular: $4.963,64 x kg
CUISINE & CO NBE MP;Bolitas De Chocolate 200gr Cuisine&co  s/tacc;$803,71;;;Precio regular: $4.018,55 x kg
CUISINE & CO NBE MP;Galletitas Mini Marineras Con Semillas 2;$479,56;2do al 70%;Llevando 2: $311,71 c/u;Precio regular: $2.179,82 x kg
NUCETE;Aceite Nucete Rocio Vegetal De Oliva 120 Gr;$2.266,95;;;Precio regular: $18.891,25 x kg
ROYAL;Mousse Royal Chocolate 65g;$380;;;Precio regular: $5.846,15 x kg
PEHUAMAR;Mani Pehuamar C/piel 150g;$916;;;Precio regular: $6.106,67 x kg
MOGUL;Gomitas Mogul Frutillas Acidas X500gr;$2.744;;;Precio regular: $5.488 x kg
ARCOR;Caramelos Butter Toffees Chocolate 140g;$1.003;;;Precio regular: $7.164,29 x kg
CRIOLLITAS;Tostadas Criollitas Sin Sal 195gr;$698;;;Precio regular: $3.579,49 x kg
VAUQUITA;Tableta Vauquita Light 22 Gr;$248,65;2x1;Llevando 2: $124.33 c/u;Precio regular: $1.130,23 x 100 gr.
SANTA MARIA;Galletitas Santa María Marmoladas 200 Gr;$1.040;;;Precio regular: $5.200 x kg
HILERET;Endulzante Hileret Stevia X 50 Sobrecitos;$1.434,44;;;Precio regular: $3.586,1 x 100 gr.
LAVAZZA;Café Molido Lavazza Crema E Gusto X250gr;$6.621,54;;;Precio regular: $26.486,16 x kg
ROSAMONTE;Yerba Rosamonte 55edicion 1kg;$3.312,13;;;Precio regular: $3.312,13 x kg
SCOTTI;Arroz Scotti Carnaroli 500 Gr;$6.109;;;Precio regular: $12.218 x kg
PASEO;Galletitas Paseo Crackers Zapallo 150 Gr;$395;;;Precio regular: $2.633,33 x kg
DOS HERMANOS;Galletas De Arroz Dos Hermanos Sin Sal 120 Gr;$440,29;;;Precio regular: $3.669,08 x kg
ARCOR;Cereales Guardianes Cocodrilo X145g;$468;;;Precio regular: $3.342,86 x kg
TARAGUI;Té Taragui Internacional 25 Saquitos;$783,08;;;Precio regular: $1.566,16 x 100 gr.
DANICA;Ketchup Danica X220g;$282,92;$377,23;-25%;Precio regular: $1.714,68 x kg
OLIOVITA;Aceite De Oliva Oliovita Gourmet X500ml;$9.542,94;;;Precio regular: $19.085,88 x lt
ROSAMONTE;Yerba Mate Rosamonte Con Palo Paquete 1 Kg;$2.856;;;Precio regular: $2.856 x kg
KANSAS;Ketchup Kansas 465gr;$1.169,22;$1.558,96;-25%;Precio regular: $3.352,6 x kg
ARCOR;Mermelada Arcor Light +f Ciruela X390g;$945;;;Precio regular: $2.423,08 x kg
CADBURY;Chocolate Con Almendras Cadbury 82g;$1.199;3x2;Llevando 3: $799.33 c/u;Precio regular: $14.621,95 x kg
LASFOR;Granola Lasfor Almendras Y Pasas X350gr;$2.344,94;2do al 50%;Llevando 2: $1.758,7 c/u;Precio regular: $6.699,83 x kg
CBSE;Yerba Mate Cbsé Guaraná X500g;$1.555,85;2do al 50%;Llevando 2: $1.166,89 c/u;Precio regular: $3.111,7 x kg
ARCOR;Gomitas Mogul Conitos Yogus 500g;$2.252;;;Precio regular: $4.504 x kg
DON SATUR;Budin Don Satur Vainilla X190gr;$426;$710;-40%;Precio regular: $3.736,84 x kg
Nuestros Sabores;Chips De Papa C/sal Mar Nuestros Sabores;$962;;;Precio regular: $1.202,5 x kg
CRUZ DE MALTA;Cruz De Malta Selección X 1kg;$3.350;;;Precio regular: $3.350 x kg
EL BROCAL;Mermelada El Brocal Naranja 420 Gr;$3.118,96;;;Precio regular: $7.426,1 x kg
CABRALES;Capulas Cabrales Colombia X55g;$4.980,66;;;Precio regular: $90.557,45 x kg
BIMBO;Madalenas Chocolate Rellenas Con Ddl Bimbo | 180g;$777;;;Precio regular: $4.089,47 x kg
TARAGUI;Té Taragui Boldo 25 Saquitos;$477;;;Precio regular: $1.272 x 100 gr.
SNUKS;Almohaditas Snuks Rellenas Avellana X240gr;$1.560;2do al 50%;Llevando 2: $1.170 c/u;Precio regular: $6.500 x kg
BONAFIDE;Café Bonafide Molido Sensaciones 250 Gr;$1.520,93;;;Precio regular: $6.083,72 x kg
