Brand;Description;Final_price;Original_price;Discount;Regular_price;Regular_price_measure;Regular_price_un;timestamp
CUISINE & CO NBE MP;Sardinas En Aceite cuisine & Co 160gr;1409.0;;$1.763,55;16637.26;1;kg;2023-12-26 16:47:31.842
LA CAMPAGNOLA;Aderezo Ketchup La Campagnola 250 Gr;492.0;;;1968.0;1;kg;2023-12-26 16:47:31.842
BON O BON;Bombones Bon O Bon Surtidos 255 Gr;2827.0;;;11086.27;1;kg;2023-12-26 16:47:31.842
ROYAL;Gelatina Royal Light Cereza 25grs;419.0;;;1676.0;100;gr;2023-12-26 16:47:31.842
MAIZENA;Almidon De Maiz Maizena Sin Tacc X500g;856.0;;;1712.0;1;kg;2023-12-26 16:47:31.842
ARCOR;Garbanzos Arcor X300g;414.0;;;1380.0;1;kg;2023-12-26 16:47:31.842
TIC TAC;Pastillas Tic Tac Mix De Frutas 33 U;176.07;;;1100.44;100;gr;2023-12-26 16:47:31.842
CACHAFAZ;Alfajores Cachafaz Negros 360g;5864.0;;;16288.89;1;kg;2023-12-26 16:47:31.842
CUISINE & CO NBE MP;Aceite De Oliva Virgen 500ml Cuisine & Co;7374.38;;;14748.76;1;lt;2023-12-26 16:47:31.842
9 DE ORO;Bizcochos De Grasa 9 De Oro 200 Gr;1037.0;;;5185.0;1;kg;2023-12-26 16:47:31.842
STARBUCKS;Starbucks® Nespresso® House Blend X 10u.;4185.47;;;418.55;1;un;2023-12-26 16:47:31.842
MOGUL;Gomitas Mogul Jelly Buttons 1 Kg;4824.0;;;4824.0;1;kg;2023-12-26 16:47:31.842
AMANDA;Yerba Amanda Con Palo Px4;1257.0;;;2514.0;1;kg;2023-12-26 16:47:31.842
UNION;Mate Cocido Union 25 Saq;519.87;;;6931.6;1;kg;2023-12-26 16:47:31.842
TERRABUSI;Alfajor Triple Terrabusi Clásico 70g;392.63;;;5609.0;1;kg;2023-12-26 16:47:31.842
DON SATUR;Pan Ducle Don Satur C/frutas X400gr;952.2;1587.0;-40%;3967.5;1;kg;2023-12-26 16:47:31.842
CUISINE & CO NBE MP;Tostadas Finas light 140gr C&co;1130.93;;;8078.07;1;kg;2023-12-26 16:47:31.842
KNORR;Pure De Papas Knorr Receta Completa Listo X125g;724.0;;;5792.0;1;kg;2023-12-26 16:47:31.842
PRINGLES;Papas Pringles Queso X124gs;1856.96;;;15474.67;1;kg;2023-12-26 16:47:31.842
ALICANTE;Pimenton Alicante St X50g;947.0;;;1894.0;100;gr;2023-12-26 16:47:31.842
Molinos Ala;Arroz Molinos Ala En Grano 1kg;1683.0;;;1683.0;1;kg;2023-12-26 16:47:31.842
CUISINE & CO NBE MP;Galles Con Avena Y Coco Con Chips 186 Gr C&co;789.73;;;4245.86;1;kg;2023-12-26 16:47:31.842
CEREAL MIX;Barra Cereal Mix Yoghurt Frutilla Light X104gr;1294.0;;;12442.31;1;kg;2023-12-26 16:47:31.842
OLIOVITA;Aceite De Oliva Oliovita Extra Virgen Clásico 500 Ml;8192.35;;;16384.7;1;lt;2023-12-26 16:47:31.842
CACHAFAZ;Galletitas Integral Cachafaz Avena Y Pasas 225 Gr;1487.0;;;6608.89;1;kg;2023-12-26 16:47:31.842
BIGGYS;Pochoclo Acaramelados Biggys X 60gr;312.0;;;5200.0;1;kg;2023-12-26 16:47:31.842
GRANIX;Galletitas Granix Salvado X240gr;479.15;;;1996.46;1;kg;2023-12-26 16:47:31.842
TARAGUI;Yerba Mate Taragui 4flex Sin Palo 500g;1416.5;;;2833.0;1;kg;2023-12-26 16:47:31.842
ALICANTE;Coco Rallado Alicante St X50g;509.0;;;10.18;1;lt;2023-12-26 16:47:31.842
HOJALMAR;Galletitas Hojalmar Larguitas De Hojaldre 150 Gr;414.0;;;2760.0;1;kg;2023-12-26 16:47:31.842
NESQUIK;Nesquik® Original Polvo Chocolatado Menos Azúcar X 300gr;2058.74;;Llevando 2: $1.235,24 c/u;6862.47;1;kg;2023-12-26 16:47:31.842
STARBUCKS;Starbucks® Nespresso® Pike Place X 10un;4185.47;;;418.55;1;un;2023-12-26 16:47:31.842
FRUTIGRAN;Galletitas Frutigran Avena Y Pasas 250 Gr;758.69;;;3034.76;1;kg;2023-12-26 16:47:31.842
OPERA;Galletitas Obleas Opera Chocolate X68g;410.0;;;6029.41;1;kg;2023-12-26 16:47:31.842
ALICANTE;Bicarbonato De Sodio Alicante St X50g;375.0;;;750.0;100;gr;2023-12-26 16:47:31.842
PASTA SOLE;Fideos Pasta Sole Tirabuzon X500 Gr;621.08;;;1242.16;1;kg;2023-12-26 16:47:31.842
ALICANTE;Oregano Alicante St X50gr;1311.0;;;2622.0;100;gr;2023-12-26 16:47:31.842
ROYAL;Gelatina Royal Frutos Rojos 25g;419.0;;;1676.0;100;gr;2023-12-26 16:47:31.842
NATURA;Mostaza Natura;840.0;;;1680.0;1;kg;2023-12-26 16:47:31.842
KRACH-ITOS;Papas Krach-itos Corte Americano X115g;1331.0;;;11573.91;1;kg;2023-12-26 16:47:31.842
GRANAGUA;Galletitas De Agua Granagua 200 Gr;342.69;;;1713.45;1;kg;2023-12-26 16:47:31.842
BIMBO;Pan Integral Cero Cero Bimbo 350g;1965.0;;;5614.29;1;kg;2023-12-26 16:47:31.842
CUISINE & CO NBE MP;Arveja S/sal Agregada Cuisine & Co 300gr;464.0;;;2263.41;1;kg;2023-12-26 16:47:31.842
ALICANTE;Provenzal Alicante St X50gr;1116.0;;;2232.0;100;gr;2023-12-26 16:47:31.842
GRANIX;Copos De Maíz Granix Skarchitos 240 Gr;525.87;;;2191.13;1;kg;2023-12-26 16:47:31.842
VARIEDAD;Galletitas Dulces Variedad De Terrabusi Mix Vainilla 300g;741.0;;;2470.0;1;kg;2023-12-26 16:47:31.842
NESQUIK;Nesquik® Cereal X 400gr;2345.76;;;5864.4;1;kg;2023-12-26 16:47:31.842
KNORR;Caldo Knorr Sabor Gallina X 12 Cubos;645.0;;;5657.89;1;kg;2023-12-26 16:47:31.842
CUISINE & CO NBE MP;Tostadas Finas clásicas 140gr C&co;1130.93;;;8078.07;1;kg;2023-12-26 16:47:31.842
CUISINE & CO NBE MP;Miss Hojaldre - Triangulitas Cuisine & Co 150 Gr;654.0;;;4360.0;1;kg;2023-12-26 16:47:31.842
LA MERCED;Yerba Mate La Merced Monte O.c 500g;1982.3;;;3964.6;1;kg;2023-12-26 16:47:31.842
ROYAL;Gelatina Sin Sabor Royal 14g;245.0;;;1750.0;100;gr;2023-12-26 16:47:31.842
FAVINCO;Vinagre Favinco De Alcohol X1300ml;940.67;;;723.59;1;lt;2023-12-26 16:47:31.842
GREEN HILLS;Té Green Hills Saquitos 200 Gr;2232.3;;;11161.5;1;kg;2023-12-26 16:47:31.842
ZUCARITAS;Copos De Maiz Zucarita Kelloggs X490g;2151.28;;;4390.37;1;kg;2023-12-26 16:47:31.842
OPERA;Galletitas Obleas Opera Frutilla X68g;300.0;;;4411.76;1;kg;2023-12-26 16:47:31.842
UNION;Mate Cocido Unión S/e F.diamantado 5x50x3gr;914.66;;;6097.73;1;kg;2023-12-26 16:47:31.842
FARGO;Pan Blanco Lacteado Fargo 330g;1357.0;;;4112.12;1;kg;2023-12-26 16:47:31.842
LADDU BAR;Barra Laddu Bar Vegana Brownie X 30g;478.0;;;1593.33;100;gr;2023-12-26 16:47:31.842
CASERITA;Harina Caserita Leudante 1 Kg;872.0;;;872.0;1;kg;2023-12-26 16:47:31.842
CABRALES;Capsulas Cabrales Super X55g;4980.66;;;90557.45;1;kg;2023-12-26 16:47:31.842
JORGITO;Alfajor Negro Con Dulce De Leche Jorgito Mini 155 Gr;1359.06;;;8768.13;1;kg;2023-12-26 16:47:31.842
VARIEDAD;Galletitas Dulces Variedad De Terrabusi Nuevo Mix 170g;366.7;;;2157.06;1;kg;2023-12-26 16:47:31.842
9 DE ORO;Sconcitos 9 De Oro 200 Gr;713.0;;;3565.0;1;kg;2023-12-26 16:47:31.842
KINDER;Kinder Chocolate 12,5 Gr;153.28;;;1226.24;100;gr;2023-12-26 16:47:31.842
FRESH MP;Palmeritas De Manteca 200 Gr;1949.0;;;9745.0;1;kg;2023-12-26 16:47:31.842
MATARAZZO;Fideos Matarazzo Tirabuzón N28 X500g;1075.0;;;2150.0;1;kg;2023-12-26 16:47:31.842
DOS HERMANOS;Galleta De Arroz Slim Dos Hermanos Dulce X100 Gr;545.13;;;5451.3;1;kg;2023-12-26 16:47:31.842
PASEO;Galletitas Paseo De Agua Sin Sal 250gr;379.0;;;1516.0;1;kg;2023-12-26 16:47:31.842
OREO;Galletitas Oreo Chocolate X118g;;;;5957.63;1;kg;2023-12-26 16:47:31.842
GIACOMO;Capelettini Giacomo Tridicci 500g;1718.0;;;3436.0;1;kg;2023-12-26 16:47:31.842
LAY´S;Papas Lays Cheddar X77g;1588.0;;;22685.71;1;kg;2023-12-26 16:47:31.842
LACTAL;Pan Con Salvado Con Semillas De Chia Y De Lino Lactal 330g;1279.0;;;3875.76;1;kg;2023-12-26 16:47:31.842
TIC TAC;Pastillas Tic Tac Menta 33 U;176.07;;;1100.44;100;gr;2023-12-26 16:47:31.842
QUAKER;Avena Quaker Extra Fina 470g;1200.13;;;2553.47;1;kg;2023-12-26 16:47:31.842
CEREAL MIX;Barras De Cereal Arcor Mix Original X 92 G;1206.0;;;13108.7;1;kg;2023-12-26 16:47:31.842
FERRERO;Bombones Ferrero Rocher 4 U;858.11;;;621.82;1;kg;2023-12-26 16:47:31.842
ALCAZAR;Vinagre Alcazar De Alcohol X 500 Cc.;321.0;;;642.0;1;lt;2023-12-26 16:47:31.842
CUISINE & CO NBE MP;Fideos Dedalitos C&c;879.0;;;1758.0;1;kg;2023-12-26 16:47:31.842
HILERET;Endulzante Hileret Clasico Forte X 100 Sobrecitos;1402.96;;;14.03;1;un;2023-12-26 16:47:31.842
DON VICENTE;Fideos Don Vicente Fettuccini X500g;1683.0;;;3366.0;1;kg;2023-12-26 16:47:31.842
MORIXE;Pan Rallado Morixe 500 Gr;363.0;;;726.0;1;kg;2023-12-26 16:47:31.842
LA VIRGINIA;Te La Virginia Naturalidad Intacta X50s;1249.0;;;24.98;1;un;2023-12-26 16:47:31.842
REX;Galletitas Rex Original Tubo 75 Gr;352.0;;;4693.33;1;kg;2023-12-26 16:47:31.842
Molinos Ala;Arroz Molinos Ala Ita Caabó Largo Fino 1k;1766.0;;;1766.0;1;kg;2023-12-26 16:47:31.842
BIMBO;Vainillas Bimbo X 36u;1839.0;;;4132.58;1;kg;2023-12-26 16:47:31.842
MILKA;Chocolate Con Leche Milka 55g;640.0;;;11636.36;1;kg;2023-12-26 16:47:31.842
CELUSAL;Sal Fina Celusal 500 Gr;454.0;;;908.0;1;kg;2023-12-26 16:47:31.842
MAGGI;Caldo Maggi Verduras X57g;160.34;;;2812.98;1;kg;2023-12-26 16:47:31.842
SERENATA;Garrapiñada Serenata De Maní X 80 Gr;249.0;;Llevando 2: $124.50 c/u;3112.5;1;kg;2023-12-26 16:47:31.842
LAY´S;Papas Fritas Lays Jamon Serrano X34g;789.0;;;2320.59;100;gr;2023-12-26 16:47:31.842
PUREZA;Harina Pureza Integral Para Pizza Con Levadura X1k;535.25;;;535.25;1;kg;2023-12-26 16:47:31.842
SHOT;Chocolate Con Maní Shot 90g;871.82;;;9686.89;1;kg;2023-12-26 16:47:31.842
BARILLA;Fideos Penne Rigate Barilla 500 Gr;6330.45;;;12660.9;1;kg;2023-12-26 16:47:31.842
LADDU BAR;Barra Laddu Bar Vegan Frutos Rojos X 30g;478.0;;;1593.33;100;gr;2023-12-26 16:47:31.842
LADDU BAR;Barra Laddu Bar Vegana Arandanos X 30g;478.0;;;1593.33;100;gr;2023-12-26 16:47:31.842
CACHAFAZ;Galletitas Cachafaz;1487.0;;;6608.89;1;kg;2023-12-26 16:47:31.842
CUISINE & CO NBE MP;Pepas Cuisine&co Batata X300gr;715.29;;;2384.3;1;kg;2023-12-26 16:47:31.842
HILERET;Endulzante Hileret Stevia X 200 Ml;1964.56;;;9822.8;1;lt;2023-12-26 16:47:31.842
ARCOR;Mermelada Arcor Frutilla +fruta X454g;1543.0;;;3398.68;1;kg;2023-12-26 16:47:31.842
MORIXE;Harina Para Pizzas Morixe X1kg;1465.0;;;1465.0;1;kg;2023-12-26 16:47:31.842
EXQUISITA;Brownies Exquisita Ldg X400gr;2614.0;;;6535.0;1;kg;2023-12-26 16:47:31.842
LA PERLA;Pan Para Panchos La Perla 220g;770.0;;;3500.0;1;kg;2023-12-26 16:47:31.842
MAGGI;Maggi® Caldo Verdura X 12u.;358.73;;;3146.75;1;kg;2023-12-26 16:47:31.842
NATURA;Aderezo Ketchup Natura 500 Gr;1237.0;;;2474.0;1;kg;2023-12-26 16:47:31.842
BELDENT;Chicle Menta Beldent Infinit 13,3g;279.0;;;2146.15;100;gr;2023-12-26 16:47:31.842
COQUITAS;Galletitas Melitas 159g;400.0;;;2515.72;1;kg;2023-12-26 16:47:31.842
CUISINE & CO NBE MP;Mermelada Durazno Reducida Calorias C&co;816.82;;;2094.41;1;kg;2023-12-26 16:47:31.842
CUISINE & CO NBE MP;Biscuits Cuisine & Co 125gr;528.53;;;4228.24;1;kg;2023-12-26 16:47:31.842
BON O BON;Bon O Bon Leche 270 Gr;4024.0;;;14903.7;1;kg;2023-12-26 16:47:31.842
KINDER;Kinder Chocolate 4 U;562.65;;;1125.3;100;gr;2023-12-26 16:47:31.842
Kit Kat;Oblea Kitkat® Dark 4 Fingers X 41,5gr;412.42;;Llevando 2: $309,31 c/u;993.78;100;gr;2023-12-26 16:47:31.842
OREO;Galletitas Dulces Rellenas Con Crema Oreo 182,5g;;;;5188.89;1;kg;2023-12-26 16:47:31.842
NOBLEZA GAUCHA;Yerba Mate Nobleza Gaucha Suave X1kg Sin Tacc;2319.0;;;2319.0;1;kg;2023-12-26 16:47:31.842
ARCOR;Mermelada Arcor Light Frasco Duraz X390g;878.0;;;2251.28;1;kg;2023-12-26 16:47:31.842
DULCE MAMA;Budin Dulce Mama - Sabor Vainilla - 170 Gr;;;;2347.06;1;kg;2023-12-26 16:47:31.842
LA CAMPAGNOLA;Jardinera La Campagnola Hortalizas Y Legumbres X300g;570.0;;;1900.0;1;kg;2023-12-26 16:47:31.842
NATURA;Mostaza Natura;502.0;;;2008.0;1;kg;2023-12-26 16:47:31.842
LA CAMPAGNOLA;Arvejas La Campagnola X195g;384.0;;;1280.0;1;kg;2023-12-26 16:47:31.842
CABRALES;Cafe Cabrales Espressarte Dimattina 55 Gr;5418.24;;;98513.45;1;kg;2023-12-26 16:47:31.842
CUISINE & CO NBE MP;Maíz Pisingallo Cuisine & Co 400gr;648.99;;;1622.48;1;kg;2023-12-26 16:47:31.842
ARCOR;Garrapiñadas Arcor De Maní X 80 Gr;776.0;;Llevando 2: $388.00 c/u;9700.0;1;kg;2023-12-26 16:47:31.842
PEHUAMAR;Papas Fritas Pehuamar Lisa X485g;3994.0;;;8320.83;1;kg;2023-12-26 16:47:31.842
COFLER;Alfajor Cofler Block 60 Gr;518.0;;;8633.33;1;kg;2023-12-26 16:47:31.842
ARTESANO;Turron Artesano Torta Alicante 150 Gr;9765.0;;Llevando 2: $4882.50 c/u;65100.0;1;kg;2023-12-26 16:47:31.842
TRIX;Trix® Cereal X 330gr;1682.28;;;5097.82;1;kg;2023-12-26 16:47:31.842
ALICANTE;Pimenton Alicante St X25g;500.0;;;2000.0;100;gr;2023-12-26 16:47:31.842
GREEN HILLS;Té Green Hills - 25 Saquitos;611.63;;;1223.26;100;gr;2023-12-26 16:47:31.842
NESCAFE;Café Nescafe Dolca Latte Mix X125g;954.59;;Llevando 2: $572,75 c/u;7636.72;1;kg;2023-12-26 16:47:31.842
LAY´S;Papas Fritas Lays Queso Y Cebolla X34g;789.0;;;2320.59;100;gr;2023-12-26 16:47:31.842
TERRABUSI;Alfajor Terrabusi Blanco Glaseado 6ux38g;1825.0;;;8004.39;1;kg;2023-12-26 16:47:31.842
SALSATI;Pulpa De Tomate Salsati 520 Gr;395.0;;;759.62;1;kg;2023-12-26 16:47:31.842
MR POP´S;Chupetin Mr.pops Evolution Blueberry 432 Gr;1171.04;;;2710.74;1;kg;2023-12-26 16:47:31.842
LA VIRGINIA;Café La Virginia Molido 500gr;4496.0;;;8992.0;1;kg;2023-12-26 16:47:31.842
NATURA;Aceite De Oliva Natura Virgen 120 Ml;1454.0;;;12116.67;1;kg;2023-12-26 16:47:31.842
TIC TAC;Pastillas Tic Tac Naranja 33 U;176.07;;;1100.44;100;gr;2023-12-26 16:47:31.842
9 DE ORO;Bizcochos Agridulces 9 De Oro 200 Gr;1037.0;;;5185.0;1;kg;2023-12-26 16:47:31.842
HEINZ;Mayonesa Heinz 850gr;2321.0;;;2730.59;1;kg;2023-12-26 16:47:31.842
ARTESANO;Turrón Artesano Jijona X150g;7339.5;;Llevando 2: $3669.75 c/u;48930.0;1;kg;2023-12-26 16:47:31.842
ROCKLET´S;Confites Rocklets De Chocolate 40 Gr;594.0;;;1485.0;100;gr;2023-12-26 16:47:31.842
PRESTOPRONTA;Harina Presto Pronta De Maíz Precocida X730;860.0;;;1178.08;1;kg;2023-12-26 16:47:31.842
NESCAFE;Nescafé® Dolce Gusto® Capuccino Dulce De Leche X 16u.;4089.49;;;15146.26;1;kg;2023-12-26 16:47:31.842
FRUTIGRAN;Galletitas Frutigran Con Chia Y Lino 240 Gr;608.91;;;2537.13;1;kg;2023-12-26 16:47:31.842
CUISINE & CO NBE MP;Tostadas Clasicas 200 Gr Cuisine & Co;879.33;;;4396.65;1;kg;2023-12-26 16:47:31.842
BIMBO;Vainillas Bimbo X 12u;685.0;;;4628.38;1;kg;2023-12-26 16:47:31.842
ALELUYA;Miel Aleluya Liquida Sin Tacc 500g;;;;5415.86;1;kg;2023-12-26 16:47:31.842
CROWIE;Barrita De Arroz Crowie Chocolate Negro 3 U;683.0;;;5691.67;100;gr;2023-12-26 16:47:31.842
LA LECHERA;La Lechera® Nutrifuerza X 800gr;3383.53;4229.41;-20%;5286.76;1;kg;2023-12-26 16:47:31.842
BIMBO;Madalenas Rellenas Con Ddl Bimbo X 180g;777.0;;;4089.47;1;kg;2023-12-26 16:47:31.842
CUISINE & CO NBE MP;Granola Con Pasas Cuisine&co 320gr;1631.76;;;5099.25;1;kg;2023-12-26 16:47:31.842
DONUTS;Galletitas Donuts Chocolate Blanco 78 Gr;687.83;;;8818.33;1;kg;2023-12-26 16:47:31.842
ROYAL;Gelatina Royal Regular Frambuesa X25g;264.0;;;1056.0;100;gr;2023-12-26 16:47:31.842
QUAKER;Quaker Avena Tradicional X550g;1568.0;;;2850.91;1;kg;2023-12-26 16:47:31.842
TERRABUSI;Fideos Terrabusi Fusilli X500g;795.0;;;1590.0;1;kg;2023-12-26 16:47:31.842
LA VIRGINIA;Cafe L Virginia Capsulas Equilibrio X52g;3672.0;;;367.2;1;un;2023-12-26 16:47:31.842
SHIVA;Shiva Mix De Semillas X 100 G Sin Tacc;1112.8;;;11128.0;1;kg;2023-12-26 16:47:31.842
MATARAZZO;Fideos Matarazzo Guisero;1335.0;;;2670.0;1;kg;2023-12-26 16:47:31.842
CUISINE & CO NBE MP;Mermelada De Ciruela Cuisine & Co;824.25;;;1811.54;1;kg;2023-12-26 16:47:31.842
LA CAMPAGNOLA;Porotos La Campagnola Alubia X300g;581.0;;;1936.67;1;kg;2023-12-26 16:47:31.842
PASTA SOLE;Fideos Pasta Sole Spaguetti X500 Gr;621.08;;;1242.16;1;kg;2023-12-26 16:47:31.842
MOLTO;Duraznos En Trozos Molto 340g;565.0;;$667;1961.76;1;kg;2023-12-26 16:47:31.842
HEINZ;Mayonesa Heinz Light Doy-pack X350gr;1243.0;;;3531.25;1;kg;2023-12-26 16:47:31.842
BAGLEY;Pan Dulce Bagley C/frutas X400gr;1827.6;3046.0;-40%;7615.0;1;kg;2023-12-26 16:47:31.842
DOS ANCLAS;Sal Entrefina Dos Anclas 500 Gr;602.0;;;1204.0;1;kg;2023-12-26 16:47:31.842
CRIOLLITAS;Criollitas Tostadas Salvado 195gr;764.0;;;3917.95;1;kg;2023-12-26 16:47:31.842
LETIZIA;Harina Letizia;432.0;;;432.0;1;kg;2023-12-26 16:47:31.842
SALSATI;Salsa Salsati Italiana X340g;479.0;;;1408.82;1;kg;2023-12-26 16:47:31.842
ARCOR;Chupetín Trompito Frutal 11 Gr;1523.0;;;12927.6;100;gr;2023-12-26 16:47:31.842
CUISINE & CO NBE MP;Ananá En Rodajas Cuisine & Co 140 Gr;939.25;1445.0;-35%;10321.43;1;kg;2023-12-26 16:47:31.842
CUISINE & CO NBE MP;Madalenas Chocolate Con Ddl C&co 180 G;776.88;;;4316.0;1;kg;2023-12-26 16:47:31.842
LA PARMESANA;Orégano La Parmesana 25 Gr;252.0;;;1008.0;100;gr;2023-12-26 16:47:31.842
BELDENT;Chicle Mentol Beldent 20g;221.0;;;2210.0;100;gr;2023-12-26 16:47:31.842
CELUSAL;Sal Fina Celusal 500 Gr;1345.0;;;2690.0;1;kg;2023-12-26 16:47:31.842
AGUILA;Alfajor Minitorta Brownie 69 G;620.0;;;8732.39;1;kg;2023-12-26 16:47:31.842
JORGITO;Alfajores Mini Jorgito Blanco 155 Gr;1359.12;;;8768.52;1;kg;2023-12-26 16:47:31.842
KINDER;Huevo Kinder Sorpresa X40gr;1080.41;;;2701.03;100;gr;2023-12-26 16:47:31.842
BONAFIDE;Turron Bonafide Crocante De Mani 80 Gr;575.0;;Llevando 2: $287.50 c/u;7187.5;1;kg;2023-12-26 16:47:31.842
SUGUS;Caramelos Sugus Confitadosx50gr;405.12;;;810.24;100;gr;2023-12-26 16:47:31.842
PERGOLA;Bicarbonato De Sodio Pergola Sin Tacc 50 Gr;147.68;;;295.36;100;gr;2023-12-26 16:47:31.842
NESQUIK;Nesquik® Cereal X 210gr;1320.55;;;6288.33;1;kg;2023-12-26 16:47:31.842
HELLMANN´S;Aderezo De Ajo Ahumado Hellmanns X250gr;792.0;;;3168.0;1;kg;2023-12-26 16:47:31.842
HILERET;Endulzante Hileret Zucra X 400 Ml;2328.56;;;5821.4;1;lt;2023-12-26 16:47:31.842
LAY´S;Papas Fritas Lays Jamon Serrano X122g;1264.52;1686.03;-25%;14050.25;1;kg;2023-12-26 16:47:31.842
HELLMANN´S;Salsa Barbacoa Hellmanns 250g;515.0;;;2060.0;1;kg;2023-12-26 16:47:31.842
JUMBO MP;Snack De Arroz Jumbo Bajo En Sodio 45 Gr;241.71;;;537.13;100;gr;2023-12-26 16:47:31.842
LA CAMPAGNOLA;Mayonesa La Campagnola X1000g;1154.0;;;1154.0;1;kg;2023-12-26 16:47:31.842
MATARAZZO;Fideos Matarazzo Tallarín N5 X500g;1075.0;;;2150.0;1;kg;2023-12-26 16:47:31.842
GRANIX;Bocaditos De Cereal Rellenos Con Frutilla Granix 180 Gr;752.9;;;4182.78;1;kg;2023-12-26 16:47:31.842
GEORGALOS;Caramelos Flynn Paff Tutti Frutti 128 Gr;821.75;;;6419.92;1;kg;2023-12-26 16:47:31.842
CHEETOS;Palitos De Maiz Cheetos Queso X43g;855.0;;;1988.37;100;gr;2023-12-26 16:47:31.842
NESCAFE;Nescafé® Tradición X 120gr;2089.74;;;17414.5;1;kg;2023-12-26 16:47:31.842
GALLO;Gallo Snacks Oblea De Arroz Chocobar 20 Gr.;388.0;;;1940.0;100;gr;2023-12-26 16:47:31.842
CUISINE & CO NBE MP;Te Manzanilla C/sob C&co 25 Saq 50 Gr;543.62;;;1087.24;100;gr;2023-12-26 16:47:31.842
HELLMANN´S;Ketchup Hellmanns X400g;1485.0;;;3712.5;1;kg;2023-12-26 16:47:31.842
ROCKLET´S;Confites Rocklets Mini 150 Gr;1288.0;;;8586.67;1;kg;2023-12-26 16:47:31.842
FRITOLIM;Aceite Oliva En Aerosol Fritolim X120 Gr;1110.59;;;8814.21;1;lt;2023-12-26 16:47:31.842
KINDER;Chocolate Kinder Relleno X 20 Gr;280.25;;;1401.25;100;gr;2023-12-26 16:47:31.842
MAZOLA;Aceite De Girasol Mazola Manteca 120 Ml;1144.0;;;9152.0;1;lt;2023-12-26 16:47:31.842
CASERITA;Harina Caserita Comun Para Pizza Paquete 1 Kg;799.0;;;799.0;1;kg;2023-12-26 16:47:31.842
CUISINE & CO NBE MP;Aceite De Oliva Extra Virgen 1l C&c;16486.27;;;16486.27;1;lt;2023-12-26 16:47:31.842
FORMIS;Galletitas Polvorita Vainilla 81g;254.0;;;3135.8;1;kg;2023-12-26 16:47:31.842
ALICANTE;Aji Molido Alicante X50gr;812.0;;;1624.0;100;gr;2023-12-26 16:47:31.842
BON O BON;Caja Bon O Bon Pinito Navidad X15g;2144.0;;;14293.33;1;kg;2023-12-26 16:47:31.842
DULCE MAMA;Budin Dulce Mamá Marmolado 170g;;;;2347.06;1;kg;2023-12-26 16:47:31.842
CUISINE & CO NBE MP;Mermelada Ciruela Reducida Calorias C&co;859.95;;;2205.0;1;kg;2023-12-26 16:47:31.842
WAKAS;Pasta Multicereal Wakas 250 Gr;1683.0;;;6732.0;1;kg;2023-12-26 16:47:31.842
NESTLE;Nestlé® Leche Condensada Orgánica X 395gr;1577.45;;;3993.54;1;kg;2023-12-26 16:47:31.842
CUISINE & CO NBE MP;Porotos Cuisine & Co 300gr;616.0;;;3004.88;1;kg;2023-12-26 16:47:31.842
VALENTE;Vainillas Valente X 36u;1652.0;;;3712.36;1;kg;2023-12-26 16:47:31.842
PEP;Palitos Pep 40 Gr;324.0;;;810.0;100;gr;2023-12-26 16:47:31.842
ARMONIA;Leche En Polvo Modificada Armonia X400gr;1397.76;;;3494.4;1;kg;2023-12-26 16:47:31.842
BAGLEY NEGRO;Alfajor Byn Bagley Blanco X50g;431.0;;;862.0;100;gr;2023-12-26 16:47:31.842
INALPA;Choclo Amarillos Inalpa Enteros X300gr;629.0;;$744,15;2480.5;1;kg;2023-12-26 16:47:31.842
CUISINE & CO NBE MP;Madalenas Vainilla Cuisine & Co 200 Gr;776.88;;;3884.4;1;kg;2023-12-26 16:47:31.842
ARCOR;Maní Con Chocolate Arcor;1316.0;;Llevando 2: $658.00 c/u;16450.0;1;kg;2023-12-26 16:47:31.842
CUISINE & CO NBE MP;Madalenas Marmoladas Cuisine & Co 200 Gr;776.88;;;3884.4;1;kg;2023-12-26 16:47:31.842
CHOCOARROZ;Alfajor Chocoarroz Dulce De Leche 22g;520.0;;;2363.64;100;gr;2023-12-26 16:47:31.842
CUISINE & CO NBE MP;Rocio Vegetal De Girasol En Aerosol C&co 120 Gr;1329.0;;;10632.0;1;lt;2023-12-26 16:47:31.842
KNORR;Bolsas Para Horno Knorr Limon Y Oregano 21g;385.0;;;1833.33;100;gr;2023-12-26 16:47:31.842
PASEO;Galletitas Mini Marineras Paseo 220 Gr;595.0;;;2704.55;1;kg;2023-12-26 16:47:31.842
GRANIX;Copos De Maíz Tradicionales Granix 160 Gr;379.25;;;2370.31;1;kg;2023-12-26 16:47:31.842
TARAGUI;Yerba Mate Taragui 4flex 1/2kg;1483.31;;;2966.62;1;kg;2023-12-26 16:47:31.842
GRANAGUA;Galletitas De Agua Granagua 600 Gr;1353.63;;;22560.5;1;kg;2023-12-26 16:47:31.842
DOS ANCLAS;Ajo Deshidratado Dos Anclasx20g;432.0;;;2160.0;100;gr;2023-12-26 16:47:31.842
HELLMANN´S;Mayonesa Hellmanns Liviana 237g;423.0;;;1784.81;1;kg;2023-12-26 16:47:31.842
CELUSAL;Sal Celusal Entrefina X500gr;346.0;;;692.0;1;kg;2023-12-26 16:47:31.842
LA CAMPAGNOLA;Mermelada La Campagnola Naranja X454g;1034.0;;;2277.53;1;kg;2023-12-26 16:47:31.842
