Brand;Description;Final_price;Original_price;Discount;Regular_price;Regular_price_measure;Regular_price_un;timestamp
CUISINE & CO NBE MP;Pionono Vainilla Cuisine & Co 200gr;1350.96;;Llevando 2: $878,12 c/u;6754.8;1;kg;2023-12-23 11:56:06.003
ROSAMONTE;Yerba Mate Rosamonte Con Palo Suave 500 Gr;1397.75;;;2795.5;1;kg;2023-12-23 11:56:06.003
ARCOR;Mermelada Arcor Damasco Fruta X454g;951.0;;;2094.71;1;kg;2023-12-23 11:56:06.003
CUISINE & CO NBE MP;Madalenas Vainilla Con Dulce De Leche C&co 180 Gr;776.88;;;4316.0;1;kg;2023-12-23 11:56:06.003
STARBUCKS;Starbucks® Nespresso® Espresso Roast X 10un;4185.47;;;418.55;1;un;2023-12-23 11:56:06.003
Molinos Ala;Tostadas Arroz Molinos Ala Integ X150g;616.19;;;4107.93;1;kg;2023-12-23 11:56:06.003
MAGGI;Maggi® Puré Original X 100gr;572.16;;;5721.6;1;kg;2023-12-23 11:56:06.003
VARIEDAD;Galletitas Dulces Variedad De Terrabusi Nuevo Mix 590g;1445.0;;;2408.33;1;kg;2023-12-23 11:56:06.003
MILK;Alfajor Triple Milka Mousse Blanco 55g;586.0;;;10654.55;1;kg;2023-12-23 11:56:06.003
STARBUCKS;Starbucks® Nespresso® House Blend X 10u.;4185.47;;;418.55;1;un;2023-12-23 11:56:06.003
MAIZENA;Almidon De Maiz Maizena Sin Tacc X500g;;;;1712.0;1;kg;2023-12-23 11:56:06.003
LA VIRGINIA;Cafe La Virginia Capsulas Sutil X52g;3781.0;;;378.1;1;un;2023-12-23 11:56:06.003
ARCOR;Garbanzos Arcor X300g;414.0;;;1380.0;1;kg;2023-12-23 11:56:06.003
CACHAFAZ;Alfajores Cachafaz Negros 360g;5864.0;;;16288.89;1;kg;2023-12-23 11:56:06.003
FLOW;Barra Flow Almendras Enteras Con Piso De Chocolate X30g;195.94;;;653.13;100;gr;2023-12-23 11:56:06.003
ROYAL;Gelatina Royal Light Cereza 25grs;419.0;;;1676.0;100;gr;2023-12-23 11:56:06.003
HELLMANN´S;Mayonesa Hellmanns Clasica X237g;;;;1178.67;1;kg;2023-12-23 11:56:06.003
BON O BON;Bombones Bon O Bon Surtidos 255 Gr;2827.0;;Llevando 3: $1884.67 c/u;11086.27;1;kg;2023-12-23 11:56:06.003
AMANDA;Yerba Amanda Con Palo Px4;1257.0;;;2514.0;1;kg;2023-12-23 11:56:06.003
LA CAMPAGNOLA;Aderezo Ketchup La Campagnola 250 Gr;;;;1968.0;1;kg;2023-12-23 11:56:06.003
TIC TAC;Pastillas Tic Tac Mix De Frutas 33 U;176.07;;;1100.44;100;gr;2023-12-23 11:56:06.003
CUISINE & CO NBE MP;Aceite De Oliva Virgen 500ml Cuisine & Co;7374.38;;;14748.76;1;lt;2023-12-23 11:56:06.003
CEREAL MIX;Barra Cereal Mix Yoghurt Frutilla Light X104gr;1294.0;;;12442.31;1;kg;2023-12-23 11:56:06.003
CUISINE & CO NBE MP;Filet Anchoas Cuisine & Co 90 Gr;2309.0;;$2.891,2;32124.44;1;kg;2023-12-23 11:56:06.003
UNION;Mate Cocido Union 25 Saq;519.87;;;6931.6;1;kg;2023-12-23 11:56:06.003
CUISINE & CO NBE MP;Sardinas En Aceite cuisine & Co 160gr;1409.0;;$1.763,55;16637.26;1;kg;2023-12-23 11:56:06.003
MOGUL;Gomitas Mogul Jelly Buttons 1 Kg;4824.0;;;4824.0;1;kg;2023-12-23 11:56:06.003
FRUTIGRAN;Galletitas Frutigran Avena Y Pasas 250 Gr;758.69;;Llevando 2: $493,15 c/u;3034.76;1;kg;2023-12-23 11:56:06.003
9 DE ORO;Bizcochos De Grasa 9 De Oro 200 Gr;1037.0;;;5185.0;1;kg;2023-12-23 11:56:06.003
TERRABUSI;Alfajor Triple Terrabusi Clásico 70g;392.63;;;5609.0;1;kg;2023-12-23 11:56:06.003
ALICANTE;Pimenton Alicante St X50g;947.0;;;1894.0;100;gr;2023-12-23 11:56:06.003
CUISINE & CO NBE MP;Galles Con Avena Y Coco Con Chips 186 Gr C&co;789.73;;;4245.86;1;kg;2023-12-23 11:56:06.003
CUISINE & CO NBE MP;Tostadas Finas light 140gr C&co;1130.93;;Llevando 2: $735,1 c/u;8078.07;1;kg;2023-12-23 11:56:06.003
BIGGYS;Pochoclo Acaramelados Biggys X 60gr;312.0;;;5200.0;1;kg;2023-12-23 11:56:06.003
CUISINE & CO NBE MP;Pionono Salado Cuisine & Co;1350.96;;Llevando 2: $878,12 c/u;6754.8;1;kg;2023-12-23 11:56:06.003
PRINGLES;Papas Pringles Queso X124gs;1856.96;;;15474.67;1;kg;2023-12-23 11:56:06.003
DON SATUR;Pan Ducle Don Satur C/frutas X400gr;952.2;1587.0;-40%;3967.5;1;kg;2023-12-23 11:56:06.003
ALICANTE;Coco Rallado Alicante St X50g;509.0;;;10.18;1;lt;2023-12-23 11:56:06.003
KNORR;Pure De Papas Knorr Receta Completa Listo X125g;724.0;;;5792.0;1;kg;2023-12-23 11:56:06.003
TARAGUI;Yerba Mate Taragui 4flex Sin Palo 500g;1416.5;;;2833.0;1;kg;2023-12-23 11:56:06.003
CACHAFAZ;Galletitas Integral Cachafaz Avena Y Pasas 225 Gr;1487.0;;;6608.89;1;kg;2023-12-23 11:56:06.003
OLIOVITA;Aceite De Oliva Oliovita Extra Virgen Clásico 500 Ml;8192.35;;;16384.7;1;lt;2023-12-23 11:56:06.003
OPERA;Galletitas Obleas Opera Chocolate X68g;410.0;;;6029.41;1;kg;2023-12-23 11:56:06.003
HOJALMAR;Galletitas Hojalmar Larguitas De Hojaldre 150 Gr;414.0;;;2760.0;1;kg;2023-12-23 11:56:06.003
ROYAL;Gelatina Royal Frutos Rojos 25g;419.0;;;1676.0;100;gr;2023-12-23 11:56:06.003
STARBUCKS;Starbucks® Nespresso® Pike Place X 10un;4185.47;;;418.55;1;un;2023-12-23 11:56:06.003
ALICANTE;Oregano Alicante St X50gr;1311.0;;;2622.0;100;gr;2023-12-23 11:56:06.003
GRANIX;Galletitas Granix Salvado X240gr;479.15;;Llevando 2: $311,45 c/u;1996.46;1;kg;2023-12-23 11:56:06.003
Molinos Ala;Arroz Molinos Ala En Grano 1kg;1683.0;;;1683.0;1;kg;2023-12-23 11:56:06.003
NATURA;Mostaza Natura;;;;1680.0;1;kg;2023-12-23 11:56:06.003
ALICANTE;Bicarbonato De Sodio Alicante St X50g;375.0;;;750.0;100;gr;2023-12-23 11:56:06.003
GRANAGUA;Galletitas De Agua Granagua 200 Gr;342.69;;;1713.45;1;kg;2023-12-23 11:56:06.003
KRACH-ITOS;Papas Krach-itos Corte Americano X115g;1331.0;;;11573.91;1;kg;2023-12-23 11:56:06.003
KNORR;Caldo Knorr Sabor Gallina X 12 Cubos;645.0;;;5657.89;1;kg;2023-12-23 11:56:06.003
BIMBO;Pan Brioche De Hamburguesa Artesano X 4u;1274.0;;;5308.33;1;kg;2023-12-23 11:56:06.003
NESQUIK;Nesquik® Original Polvo Chocolatado Menos Azúcar X 300gr;2058.74;;Llevando 2: $1.338,18 c/u;6862.47;1;kg;2023-12-23 11:56:06.003
GREEN HILLS;Té Green Hills Saquitos 200 Gr;2232.3;;;11161.5;1;kg;2023-12-23 11:56:06.003
ALICANTE;Provenzal Alicante St X50gr;1116.0;;;2232.0;100;gr;2023-12-23 11:56:06.003
CUISINE & CO NBE MP;Arveja S/sal Agregada Cuisine & Co 300gr;464.0;;;2263.41;1;kg;2023-12-23 11:56:06.003
GRANIX;Copos De Maíz Granix Skarchitos 240 Gr;525.87;;;2191.13;1;kg;2023-12-23 11:56:06.003
VARIEDAD;Galletitas Dulces Variedad De Terrabusi Mix Vainilla 300g;741.0;;;2470.0;1;kg;2023-12-23 11:56:06.003
ZUCARITAS;Copos De Maiz Zucarita Kelloggs X490g;2151.28;;;4390.37;1;kg;2023-12-23 11:56:06.003
LA MERCED;Yerba Mate La Merced Monte O.c 500g;1982.3;;;3964.6;1;kg;2023-12-23 11:56:06.003
PASTA SOLE;Fideos Pasta Sole Tirabuzon X500 Gr;621.08;;;1242.16;1;kg;2023-12-23 11:56:06.003
LADDU BAR;Barra Laddu Bar Vegana Brownie X 30g;478.0;;;1593.33;100;gr;2023-12-23 11:56:06.003
FROOT LOOPS;Cereal Froot Loops Kellogg´s 300g;1413.55;;;4711.83;1;kg;2023-12-23 11:56:06.003
KINDER;Kinder Chocolate 12,5 Gr;153.28;;;1226.24;100;gr;2023-12-23 11:56:06.003
NESQUIK;Nesquik® Cereal X 400gr;2345.76;;;5864.4;1;kg;2023-12-23 11:56:06.003
BIMBO;Pan Integral Cero Cero Bimbo 350g;1965.0;;;5614.29;1;kg;2023-12-23 11:56:06.003
UNION;Mate Cocido Unión S/e F.diamantado 5x50x3gr;914.66;;;6097.73;1;kg;2023-12-23 11:56:06.003
CUISINE & CO NBE MP;Tostadas Finas clásicas 140gr C&co;1130.93;;Llevando 2: $735,1 c/u;8078.07;1;kg;2023-12-23 11:56:06.003
OPERA;Galletitas Obleas Opera Frutilla X68g;300.0;;;4411.76;1;kg;2023-12-23 11:56:06.003
CUISINE & CO NBE MP;Miss Hojaldre - Triangulitas Cuisine & Co 150 Gr;654.0;;;4360.0;1;kg;2023-12-23 11:56:06.003
FAVINCO;Vinagre Favinco De Alcohol X1300ml;940.67;;;723.59;1;lt;2023-12-23 11:56:06.003
ROYAL;Gelatina Sin Sabor Royal 14g;245.0;;;1750.0;100;gr;2023-12-23 11:56:06.003
FRESH MP;Palmeritas De Manteca 200 Gr;1949.0;;;9745.0;1;kg;2023-12-23 11:56:06.003
JORGITO;Alfajor Negro Con Dulce De Leche Jorgito Mini 155 Gr;1359.06;;;8768.13;1;kg;2023-12-23 11:56:06.003
LAY´S;Papas Lays Cheddar X77g;1588.0;;Llevando 2: $1.032,2 c/u;22685.71;1;kg;2023-12-23 11:56:06.003
AGUILA;Alfajor Minitorta Clasico 69 G;620.0;;;8985.51;1;kg;2023-12-23 11:56:06.003
9 DE ORO;Sconcitos 9 De Oro 200 Gr;713.0;;;3565.0;1;kg;2023-12-23 11:56:06.003
CEREAL MIX;Barras De Cereal Arcor Mix Original X 92 G;1206.0;;;13108.7;1;kg;2023-12-23 11:56:06.003
FARGO;Pan Blanco Lacteado Fargo 330g;1357.0;;;4112.12;1;kg;2023-12-23 11:56:06.003
CABRALES;Capsulas Cabrales Super X55g;4980.66;;;90557.45;1;kg;2023-12-23 11:56:06.003
QUAKER;Avena Quaker Extra Fina 470g;1200.13;;;2553.47;1;kg;2023-12-23 11:56:06.003
CASERITA;Harina Caserita Leudante 1 Kg;872.0;;;872.0;1;kg;2023-12-23 11:56:06.003
DOS HERMANOS;Galleta De Arroz Slim Dos Hermanos Dulce X100 Gr;545.13;;;5451.3;1;kg;2023-12-23 11:56:06.003
GIACOMO;Capelettini Giacomo Tridicci 500g;1718.0;;;3436.0;1;kg;2023-12-23 11:56:06.003
HILERET;Endulzante Hileret Clasico Forte X 100 Sobrecitos;1402.96;;;14.03;1;un;2023-12-23 11:56:06.003
TIC TAC;Pastillas Tic Tac Menta 33 U;176.07;;;1100.44;100;gr;2023-12-23 11:56:06.003
BIMBO;Vainillas Bimbo X 36u;1839.0;;;4132.58;1;kg;2023-12-23 11:56:06.003
OREO;Galletitas Oreo Chocolate X118g;;;;5957.63;1;kg;2023-12-23 11:56:06.003
LAY´S;Papas Fritas Lays Jamon Serrano X34g;789.0;;Llevando 2: $512,85 c/u;2320.59;100;gr;2023-12-23 11:56:06.003
MATARAZZO;Fideos Matarazzo Tirabuzón N28 X500g;1075.0;;;2150.0;1;kg;2023-12-23 11:56:06.003
LA VIRGINIA;Te La Virginia Naturalidad Intacta X50s;1249.0;;;24.98;1;un;2023-12-23 11:56:06.003
LACTAL;Pan Con Salvado Con Semillas De Chia Y De Lino Lactal 330g;1279.0;;;3875.76;1;kg;2023-12-23 11:56:06.003
BARILLA;Fideos Penne Rigate Barilla 500 Gr;6330.45;;;12660.9;1;kg;2023-12-23 11:56:06.003
LADDU BAR;Barra Laddu Bar Vegan Frutos Rojos X 30g;478.0;;;1593.33;100;gr;2023-12-23 11:56:06.003
FERRERO;Bombones Ferrero Rocher 4 U;858.11;;;621.82;1;kg;2023-12-23 11:56:06.003
LADDU BAR;Barra Laddu Bar Vegana Arandanos X 30g;478.0;;;1593.33;100;gr;2023-12-23 11:56:06.003
CUISINE & CO NBE MP;Fideos Dedalitos C&c;879.0;;;1758.0;1;kg;2023-12-23 11:56:06.003
CELUSAL;Sal Fina Celusal 500 Gr;454.0;;;908.0;1;kg;2023-12-23 11:56:06.003
PUREZA;Harina Pureza Integral Para Pizza Con Levadura X1k;535.25;;;535.25;1;kg;2023-12-23 11:56:06.003
MORIXE;Pan Rallado Morixe 500 Gr;363.0;;;726.0;1;kg;2023-12-23 11:56:06.003
MILKA;Chocolate Con Leche Milka 55g;640.0;;Llevando 3: $426.67 c/u;11636.36;1;kg;2023-12-23 11:56:06.003
HILERET;Endulzante Hileret Stevia X 200 Ml;1964.56;;;9822.8;1;lt;2023-12-23 11:56:06.003
MAGGI;Caldo Maggi Verduras X57g;;;;2812.98;1;kg;2023-12-23 11:56:06.003
Molinos Ala;Arroz Molinos Ala Ita Caabó Largo Fino 1k;1766.0;;;1766.0;1;kg;2023-12-23 11:56:06.003
ARCOR;Mermelada Arcor Frutilla +fruta X454g;1543.0;;;3398.68;1;kg;2023-12-23 11:56:06.003
DON VICENTE;Fideos Don Vicente Fettuccini X500g;1683.0;;;3366.0;1;kg;2023-12-23 11:56:06.003
SHOT;Chocolate Con Maní Shot 90g;871.82;;Llevando 3: $581.21 c/u;9686.89;1;kg;2023-12-23 11:56:06.003
CUISINE & CO NBE MP;Pepas Cuisine&co Batata X300gr;715.29;;;2384.3;1;kg;2023-12-23 11:56:06.003
COQUITAS;Galletitas Melitas 159g;400.0;;;2515.72;1;kg;2023-12-23 11:56:06.003
REX;Galletitas Rex Original Tubo 75 Gr;352.0;;;4693.33;1;kg;2023-12-23 11:56:06.003
STEINHAUSER;Pan Dulce Steinhauser Con Frutas Estuche 850 Gr;6892.8;11488.0;-40%;13515.29;1;kg;2023-12-23 11:56:06.003
EXQUISITA;Brownies Exquisita Ldg X400gr;1960.5;2614.0;-25%;6535.0;1;kg;2023-12-23 11:56:06.003
ALCAZAR;Vinagre Alcazar De Alcohol X 500 Cc.;321.0;;;642.0;1;lt;2023-12-23 11:56:06.003
CACHAFAZ;Galletitas Cachafaz;1487.0;;;6608.89;1;kg;2023-12-23 11:56:06.003
MAGGI;Maggi® Caldo Verdura X 12u.;269.05;358.73;-25%;3146.75;1;kg;2023-12-23 11:56:06.003
LA PERLA;Pan Para Panchos La Perla 220g;770.0;;;3500.0;1;kg;2023-12-23 11:56:06.003
MORIXE;Harina Para Pizzas Morixe X1kg;1465.0;;;1465.0;1;kg;2023-12-23 11:56:06.003
NATURA;Aderezo Ketchup Natura 500 Gr;927.75;1237.0;-25%;2474.0;1;kg;2023-12-23 11:56:06.003
LAY´S;Papas Fritas Lays Queso Y Cebolla X34g;789.0;;Llevando 2: $512,85 c/u;2320.59;100;gr;2023-12-23 11:56:06.003
BELDENT;Chicle Menta Beldent Infinit 13,3g;279.0;;;2146.15;100;gr;2023-12-23 11:56:06.003
CUISINE & CO NBE MP;Mermelada Durazno Reducida Calorias C&co;816.82;;;2094.41;1;kg;2023-12-23 11:56:06.003
CUISINE & CO NBE MP;Biscuits Cuisine & Co 125gr;528.53;;;4228.24;1;kg;2023-12-23 11:56:06.003
KINDER;Kinder Chocolate 4 U;562.65;;;1125.3;100;gr;2023-12-23 11:56:06.003
SERENATA;Garrapiñada Serenata De Maní X 80 Gr;249.0;;Llevando 2: $124.50 c/u;3112.5;1;kg;2023-12-23 11:56:06.003
CUISINE & CO NBE MP;Maíz Pisingallo Cuisine & Co 400gr;648.99;;;1622.48;1;kg;2023-12-23 11:56:06.003
ARCOR;Mermelada Arcor Light Frasco Duraz X390g;878.0;;;2251.28;1;kg;2023-12-23 11:56:06.003
NATURA;Mostaza Natura;376.5;502.0;-25%;2008.0;1;kg;2023-12-23 11:56:06.003
OREO;Galletitas Dulces Rellenas Con Crema Oreo 182,5g;607.1;934.0;-35%;5188.89;1;kg;2023-12-23 11:56:06.003
CABRALES;Cafe Cabrales Espressarte Dimattina 55 Gr;5418.24;;;98513.45;1;kg;2023-12-23 11:56:06.003
BON O BON;Bon O Bon Leche 270 Gr;4024.0;;Llevando 3: $2682.67 c/u;14903.7;1;kg;2023-12-23 11:56:06.003
Kit Kat;Oblea Kitkat® Dark 4 Fingers X 41,5gr;412.42;;Llevando 3: $274.95 c/u;993.78;100;gr;2023-12-23 11:56:06.003
FARGO;Pan Para Hamburguesas Sin Semillas Fargo 210g;816.0;;;3885.71;1;kg;2023-12-23 11:56:06.003
LA CAMPAGNOLA;Jardinera La Campagnola Hortalizas Y Legumbres X300g;570.0;;;1900.0;1;kg;2023-12-23 11:56:06.003
COFLER;Alfajor Cofler Block 60 Gr;518.0;;;8633.33;1;kg;2023-12-23 11:56:06.003
NOBLEZA GAUCHA;Yerba Mate Nobleza Gaucha Suave X1kg Sin Tacc;2319.0;;;2319.0;1;kg;2023-12-23 11:56:06.003
GREEN HILLS;Té Green Hills - 25 Saquitos;611.63;;;1223.26;100;gr;2023-12-23 11:56:06.003
NATURA;Aceite De Oliva Natura Virgen 120 Ml;1454.0;;;12116.67;1;kg;2023-12-23 11:56:06.003
TERRABUSI;Alfajor Terrabusi Blanco Glaseado 6ux38g;1825.0;;;8004.39;1;kg;2023-12-23 11:56:06.003
TRIX;Trix® Cereal X 330gr;1682.28;;Llevando 2: $1.261,71 c/u;5097.82;1;kg;2023-12-23 11:56:06.003
ALELUYA;Miel Aleluya Liquida Sin Tacc 500g;1760.15;2707.93;-35%;5415.86;1;kg;2023-12-23 11:56:06.003
ALICANTE;Pimenton Alicante St X25g;500.0;;;2000.0;100;gr;2023-12-23 11:56:06.003
DULCE MAMA;Budin Dulce Mama - Sabor Vainilla - 170 Gr;239.4;399.0;-40%;2347.06;1;kg;2023-12-23 11:56:06.003
PRESTOPRONTA;Harina Presto Pronta De Maíz Precocida X730;860.0;;;1178.08;1;kg;2023-12-23 11:56:06.003
SALSATI;Pulpa De Tomate Salsati 520 Gr;395.0;;;759.62;1;kg;2023-12-23 11:56:06.003
TIC TAC;Pastillas Tic Tac Naranja 33 U;176.07;;;1100.44;100;gr;2023-12-23 11:56:06.003
LA CAMPAGNOLA;Arvejas La Campagnola X195g;384.0;;;1280.0;1;kg;2023-12-23 11:56:06.003
MR POP´S;Chupetin Mr.pops Evolution Blueberry 432 Gr;1171.04;;;2710.74;1;kg;2023-12-23 11:56:06.003
CROWIE;Barrita De Arroz Crowie Chocolate Negro 3 U;683.0;;Llevando 2: $512,25 c/u;5691.67;100;gr;2023-12-23 11:56:06.003
BIMBO;Madalenas Rellenas Con Ddl Bimbo X 180g;777.0;;;4089.47;1;kg;2023-12-23 11:56:06.003
LA VIRGINIA;Café La Virginia Molido 500gr;4496.0;;;8992.0;1;kg;2023-12-23 11:56:06.003
ARTESANO;Turron Artesano Torta Alicante 150 Gr;9765.0;;Llevando 2: $4882.50 c/u;65100.0;1;kg;2023-12-23 11:56:06.003
HEINZ;Mayonesa Heinz 850gr;1740.75;2321.0;-25%;2730.59;1;kg;2023-12-23 11:56:06.003
NESCAFE;Café Nescafe Dolca Latte Mix X125g;954.59;;;7636.72;1;kg;2023-12-23 11:56:06.003
DONUTS;Galletitas Donuts Chocolate Blanco 78 Gr;687.83;;;8818.33;1;kg;2023-12-23 11:56:06.003
BIMBO;Vainillas Bimbo X 12u;685.0;;;4628.38;1;kg;2023-12-23 11:56:06.003
9 DE ORO;Bizcochos Agridulces 9 De Oro 200 Gr;1037.0;;;5185.0;1;kg;2023-12-23 11:56:06.003
ROCKLET´S;Confites Rocklets De Chocolate 40 Gr;594.0;;;1485.0;100;gr;2023-12-23 11:56:06.003
FRUTIGRAN;Galletitas Frutigran Con Chia Y Lino 240 Gr;608.91;;;2537.13;1;kg;2023-12-23 11:56:06.003
NESCAFE;Nescafé® Dolce Gusto® Capuccino Dulce De Leche X 16u.;4089.49;;;15146.26;1;kg;2023-12-23 11:56:06.003
CUISINE & CO NBE MP;Tostadas Clasicas 200 Gr Cuisine & Co;879.33;;Llevando 2: $571,56 c/u;4396.65;1;kg;2023-12-23 11:56:06.003
LA LECHERA;La Lechera® Nutrifuerza X 800gr;4229.41;;;5286.76;1;kg;2023-12-23 11:56:06.003
QUAKER;Quaker Avena Tradicional X550g;1568.0;;;2850.91;1;kg;2023-12-23 11:56:06.003
LA VIRGINIA;Cafe L Virginia Capsulas Equilibrio X52g;3672.0;;;367.2;1;un;2023-12-23 11:56:06.003
SHIVA;Shiva Mix De Semillas X 100 G Sin Tacc;1112.8;;;11128.0;1;kg;2023-12-23 11:56:06.003
LA CAMPAGNOLA;Porotos La Campagnola Alubia X300g;581.0;;;1936.67;1;kg;2023-12-23 11:56:06.003
CUISINE & CO NBE MP;Granola Con Pasas Cuisine&co 320gr;1631.76;;;5099.25;1;kg;2023-12-23 11:56:06.003
ROYAL;Gelatina Royal Regular Frambuesa X25g;264.0;;;1056.0;100;gr;2023-12-23 11:56:06.003
PEHUAMAR;Mani Pehuamar C/piel 85g;685.0;;;8058.82;1;kg;2023-12-23 11:56:06.003
ARTESANO;Turrón Artesano Jijona X150g;7339.5;;Llevando 2: $3669.75 c/u;48930.0;1;kg;2023-12-23 11:56:06.003
MOLTO;Duraznos En Trozos Molto 340g;565.0;;$667;1961.76;1;kg;2023-12-23 11:56:06.003
LAY´S;Papas Fritas Lays Jamon Serrano X122g;1686.03;;Llevando 2: $1.095,92 c/u;14050.25;1;kg;2023-12-23 11:56:06.003
CUISINE & CO NBE MP;Mermelada De Ciruela Cuisine & Co;824.25;;;1811.54;1;kg;2023-12-23 11:56:06.003
MATARAZZO;Fideos Matarazzo Guisero;1335.0;;;2670.0;1;kg;2023-12-23 11:56:06.003
HEINZ;Mayonesa Heinz Light Doy-pack X350gr;932.25;1243.0;-25%;3531.25;1;kg;2023-12-23 11:56:06.003
LA MORENITA;Café La Morenita Molido 250gr;1956.0;;;7824.0;1;kg;2023-12-23 11:56:06.003
DOS ANCLAS;Sal Entrefina Dos Anclas 500 Gr;602.0;;;1204.0;1;kg;2023-12-23 11:56:06.003
TERRABUSI;Fideos Terrabusi Fusilli X500g;795.0;;;1590.0;1;kg;2023-12-23 11:56:06.003
CRIOLLITAS;Criollitas Tostadas Salvado 195gr;764.0;;;3917.95;1;kg;2023-12-23 11:56:06.003
ARCOR;Chupetín Trompito Frutal 11 Gr;1523.0;;;12927.6;100;gr;2023-12-23 11:56:06.003
CUISINE & CO NBE MP;Madalenas Chocolate Con Ddl C&co 180 G;776.88;;;4316.0;1;kg;2023-12-23 11:56:06.003
CELUSAL;Sal Fina Celusal 500 Gr;1345.0;;;2690.0;1;kg;2023-12-23 11:56:06.003
JORGITO;Alfajores Mini Jorgito Blanco 155 Gr;1359.12;;;8768.52;1;kg;2023-12-23 11:56:06.003
SALSATI;Salsa Salsati Italiana X340g;479.0;;;1408.82;1;kg;2023-12-23 11:56:06.003
PASTA SOLE;Fideos Pasta Sole Spaguetti X500 Gr;621.08;;;1242.16;1;kg;2023-12-23 11:56:06.003
LA PARMESANA;Orégano La Parmesana 25 Gr;252.0;;;1008.0;100;gr;2023-12-23 11:56:06.003
HILERET;Endulzante Hileret Zucra X 400 Ml;2328.56;;;5821.4;1;lt;2023-12-23 11:56:06.003
KINDER;Huevo Kinder Sorpresa X40gr;1080.41;;;2701.03;100;gr;2023-12-23 11:56:06.003
CUISINE & CO NBE MP;Te Manzanilla C/sob C&co 25 Saq 50 Gr;543.62;;;1087.24;100;gr;2023-12-23 11:56:06.003
BELDENT;Chicle Mentol Beldent 20g;221.0;;;2210.0;100;gr;2023-12-23 11:56:06.003
NESQUIK;Nesquik® Cereal X 210gr;1320.55;;;6288.33;1;kg;2023-12-23 11:56:06.003
AGUILA;Alfajor Minitorta Brownie 69 G;620.0;;;8732.39;1;kg;2023-12-23 11:56:06.003
FRITOLIM;Aceite Oliva En Aerosol Fritolim X120 Gr;1110.59;;;8814.21;1;lt;2023-12-23 11:56:06.003
CUISINE & CO NBE MP;Ananá En Rodajas Cuisine & Co 140 Gr;939.25;1445.0;-35%;10321.43;1;kg;2023-12-23 11:56:06.003
GRANIX;Bocaditos De Cereal Rellenos Con Frutilla Granix 180 Gr;752.9;;;4182.78;1;kg;2023-12-23 11:56:06.003
SUGUS;Caramelos Sugus Confitadosx50gr;405.12;;;810.24;100;gr;2023-12-23 11:56:06.003
GALLO;Gallo Snacks Oblea De Arroz Chocobar 20 Gr.;388.0;;;1940.0;100;gr;2023-12-23 11:56:06.003
JUMBO MP;Snack De Arroz Jumbo Bajo En Sodio 45 Gr;241.71;;Llevando 2: $157,11 c/u;537.13;100;gr;2023-12-23 11:56:06.003
PERGOLA;Bicarbonato De Sodio Pergola Sin Tacc 50 Gr;147.68;;;295.36;100;gr;2023-12-23 11:56:06.003
BONAFIDE;Turron Bonafide Crocante De Mani 80 Gr;575.0;;Llevando 2: $287.50 c/u;7187.5;1;kg;2023-12-23 11:56:06.003
BAGLEY;Pan Dulce Bagley C/frutas X400gr;1827.6;3046.0;-40%;7615.0;1;kg;2023-12-23 11:56:06.003
HELLMANN´S;Salsa Barbacoa Hellmanns 250g;386.25;515.0;-25%;2060.0;1;kg;2023-12-23 11:56:06.003
HELLMANN´S;Aderezo De Ajo Ahumado Hellmanns X250gr;;;;3168.0;1;kg;2023-12-23 11:56:06.003
NESCAFE;Nescafé® Tradición X 120gr;2089.74;;;17414.5;1;kg;2023-12-23 11:56:06.003
GEORGALOS;Caramelos Flynn Paff Tutti Frutti 128 Gr;821.75;;;6419.92;1;kg;2023-12-23 11:56:06.003
LA CAMPAGNOLA;Mayonesa La Campagnola X1000g;;;;1154.0;1;kg;2023-12-23 11:56:06.003
KINDER;Chocolate Kinder Relleno X 20 Gr;280.25;;;1401.25;100;gr;2023-12-23 11:56:06.003
FORMIS;Galletitas Polvorita Vainilla 81g;254.0;;;3135.8;1;kg;2023-12-23 11:56:06.003
ALICANTE;Aji Molido Alicante X50gr;812.0;;;1624.0;100;gr;2023-12-23 11:56:06.003
ROCKLET´S;Confites Rocklets Mini 150 Gr;1288.0;;;8586.67;1;kg;2023-12-23 11:56:06.003
MATARAZZO;Fideos Matarazzo Tallarín N5 X500g;1075.0;;;2150.0;1;kg;2023-12-23 11:56:06.003
MAZOLA;Aceite De Girasol Mazola Manteca 120 Ml;1144.0;;;9152.0;1;lt;2023-12-23 11:56:06.003
VALENTE;Vainillas Valente X 36u;1652.0;;;3712.36;1;kg;2023-12-23 11:56:06.003
HELLMANN´S;Ketchup Hellmanns X400g;1113.75;1485.0;-25%;3712.5;1;kg;2023-12-23 11:56:06.003
CASERITA;Harina Caserita Comun Para Pizza Paquete 1 Kg;799.0;;;799.0;1;kg;2023-12-23 11:56:06.003
LETIZIA;Harina Letizia;432.0;;;432.0;1;kg;2023-12-23 11:56:06.003
CUISINE & CO NBE MP;Aceite De Oliva Extra Virgen 1l C&c;16486.27;;;16486.27;1;lt;2023-12-23 11:56:06.003
CHEETOS;Palitos De Maiz Cheetos Queso X43g;855.0;;;1988.37;100;gr;2023-12-23 11:56:06.003
CUISINE & CO NBE MP;Madalenas Vainilla Cuisine & Co 200 Gr;776.88;;;3884.4;1;kg;2023-12-23 11:56:06.003
WAKAS;Pasta Multicereal Wakas 250 Gr;1683.0;;;6732.0;1;kg;2023-12-23 11:56:06.003
